class, f0, f1
5, 0.3256085118787349, 0.5537082550238542
5, 0.3470339600641306, 0.5317334104380512
5, 0.35067774376912997, 0.537949978314298
5, 0.3471797114123306, 0.5435882608067082
5, 0.33872613321673234, 0.5470579731097297
5, 0.3334790846815333, 0.574815671533902
5, 0.3409124034397319, 0.5648402486627151
5, 0.36947966768692614, 0.5713459592308805
5, 0.3710829325171258, 0.535347694087032
5, 0.3608803381431278, 0.5206014167991905
5, 0.34207841422533164, 0.544744831574382
5, 0.3264830199679347, 0.5532745409859766
5, 0.3283777874945344, 0.5904293768974989
5, 0.32152747412913574, 0.5561659679051613
5, 0.3554875382597289, 0.5006505710568165
5, 0.3410581547879319, 0.5419979760011566
5, 0.340037895350532, 0.5016625704785312
5, 0.3435359277073313, 0.5435882608067082
5, 0.3381431278239324, 0.5502385427208327
5, 0.34207841422533164, 0.5565996819430389
5, 0.34411893310013125, 0.5605031082839381
5, 0.3811397755429238, 0.5743819574960244
5, 0.3547587815187291, 0.5448894029203412
5, 0.30753534470193855, 0.5038311406679196
5, 0.34951173298353017, 0.5941882318924389
5, 0.3774959918379246, 0.5700448171172474
5, 0.3308555604139339, 0.5709122451930028
5, 0.3353738522081329, 0.5346248373572358
5, 0.37181168925812563, 0.5927425184328465
5, 0.3436816790555313, 0.5662859621223074
5, 0.32590001457513484, 0.5868150932485181
5, 0.31088762571053785, 0.5599248229001011
5, 0.33260457659233356, 0.5451785456122598
5, 0.33070980906573394, 0.5651293913546336
5, 0.33420784142253324, 0.5818996674859044
5, 0.3470339600641306, 0.5735145294202689
5, 0.36321235971432736, 0.5489374006071996
5, 0.35315551668852935, 0.5649848200086743
5, 0.35592479230432883, 0.5461905450339742
5, 0.3514065005101298, 0.5159751337284951
6, 0.33333333333333337, 0.4626283070695388
6, 0.32604576592333484, 0.4061009107994795
6, 0.34761696545693055, 0.42157004481711724
6, 0.340037895350532, 0.43544889402920345
6, 0.365398629937327, 0.3958363452363742
6, 0.38682407812272274, 0.38166835333236954
6, 0.33916338726133216, 0.3799334971808587
6, 0.28436088033814316, 0.4400751770998988
6, 0.3436816790555313, 0.3925112042793119
6, 0.3070980906573386, 0.4530865982362296
6, 0.3417869115289317, 0.417666618476218
6, 0.36190059758052767, 0.4185340465519734
6, 0.3366856143419327, 0.44499060286251263
6, 0.3584025652237284, 0.42532889981205724
6, 0.3228392362629355, 0.41737747578429957
6, 0.31351114997813734, 0.3971374873500073
6, 0.35228100859932965, 0.4286540407691196
6, 0.36204634892872756, 0.413907763481278
6, 0.3607345867949279, 0.41332947809744114
6, 0.3384346305203323, 0.4373283215266734
6, 0.31394840402273727, 0.45973688015035424
6, 0.3739979594811253, 0.38831863524649424
6, 0.3347908468153331, 0.433280323839815
6, 0.3384346305203323, 0.4355934653751627
6, 0.38041101880192396, 0.43342489518577415
6, 0.31875819851333625, 0.4134740494434003
6, 0.3515522518583298, 0.42359404366054654
6, 0.3280862847981344, 0.4348706086453666
6, 0.32590001457513484, 0.4104380511782565
6, 0.3344993441189331, 0.41737747578429957
6, 0.35417577612592926, 0.4546768830417811
6, 0.3414954088325317, 0.4420991759433281
6, 0.3375601224311326, 0.4780974410871765
6, 0.3607345867949279, 0.42200375885499497
6, 0.32415099839673517, 0.44499060286251263
6, 0.36452412184812716, 0.44730374439786036
6, 0.32721177670893464, 0.4069683388752349
6, 0.3498032356799301, 0.4376174642185918
6, 0.31088762571053785, 0.4227266155847911
6, 0.3527182626439296, 0.44311117536504263
7, 0.4394403148229122, 0.39265577562527104
7, 0.485643492202303, 0.3622957929738326
7, 0.4185978720303164, 0.3517420847188088
7, 0.4562017198659089, 0.3388752349284372
7, 0.4516834280717097, 0.3394535203122741
7, 0.380119516105524, 0.38846320659245337
7, 0.4322984987611136, 0.3238398149486772
7, 0.43885730943011225, 0.336272950701171
7, 0.40008745080892, 0.3605609368223219
7, 0.43608803381431277, 0.33020095417088335
7, 0.4719428654715057, 0.3524649414486049
7, 0.44862264975951033, 0.34480266011276567
7, 0.4241364232619152, 0.34870608645366497
7, 0.44585337414371085, 0.3689460748879572
7, 0.4633435359277074, 0.34364608934509183
7, 0.44935140650051014, 0.35232037010264566
7, 0.4615945197493078, 0.3161775336128379
7, 0.45051741728610994, 0.3831140667919618
7, 0.43404751493951327, 0.3660546479687727
7, 0.43739979594811257, 0.33338152378198643
7, 0.4413350823495118, 0.38759577851669796
7, 0.4430840985279114, 0.3316466676304757
7, 0.3965894184521207, 0.35029637125921637
7, 0.4290919691007142, 0.38268035275408413
7, 0.42792595831511443, 0.31718953303455255
7, 0.4159743477627168, 0.34957351452942026
7, 0.4474566389739106, 0.3260083851380656
7, 0.4394403148229122, 0.35738036721121874
7, 0.465238303454307, 0.3533323695243603
7, 0.4357965311179129, 0.32427352898655487
7, 0.43739979594811257, 0.365042648547058
7, 0.4185978720303164, 0.35998265143848485
7, 0.45328669290190937, 0.3488506577996241
7, 0.5016761405042998, 0.34075466242590724
7, 0.4392945634747122, 0.3251409570623103
7, 0.440023320215712, 0.35275408414052334
7, 0.465384054802507, 0.3257192424461472
7, 0.45066316863430994, 0.34205580453954026
7, 0.4585337414371084, 0.30865982362295796
7, 0.4499344118933101, 0.3388752349284372
8, 0.5859204197638829, 0.39829405811768115
8, 0.5876694359422826, 0.38889692063033104
8, 0.529951902055094, 0.41622090501662573
8, 0.5704707768546861, 0.3576695099031372
8, 0.5984550357090804, 0.3910654908197195
8, 0.5967060195306807, 0.38441520890559494
8, 0.5927707331292815, 0.3186352464941449
8, 0.60020405188748, 0.3677895041202834
8, 0.565369479667687, 0.3796443544889403
8, 0.5467133070980907, 0.3870174931328611
8, 0.5744060632560852, 0.4021974844585804
8, 0.5719282903366857, 0.3624403643197918
8, 0.5420492639556916, 0.3643197918172618
8, 0.6118641597434777, 0.4089923377186642
8, 0.590875965602682, 0.3553563683677895
8, 0.5487538259728904, 0.3338152378198641
8, 0.5831511441480833, 0.3634523637415064
8, 0.560122431132488, 0.37212664449906036
8, 0.5780498469610844, 0.3608500795142403
8, 0.5735315551668854, 0.37704207026167413
8, 0.5967060195306807, 0.3780540696833887
8, 0.5691590147208863, 0.3858609223651872
8, 0.5949570033522812, 0.35029637125921637
8, 0.5716367876402858, 0.39077634812780104
8, 0.5720740416848857, 0.3894752060141681
8, 0.5376767235096925, 0.3698135029637126
8, 0.5566243987756887, 0.37183750180714176
8, 0.5681387552834865, 0.3403209483880295
8, 0.5659524850604868, 0.36750036142836495
8, 0.6178399650196766, 0.3543443689460749
8, 0.5796531117912841, 0.39092091947376034
8, 0.5669727444978867, 0.3732832152667342
8, 0.5417577612592918, 0.3965592019661703
8, 0.6044308409852792, 0.4140523348272373
8, 0.5742603119078852, 0.3688015035419979
8, 0.5331584317154935, 0.38716206447882034
8, 0.5131904970120975, 0.39800491542576255
8, 0.5627459554000875, 0.393234061009108
8, 0.5822766360588836, 0.41651004770854416
8, 0.5691590147208863, 0.3708255023854272
9, 0.9672059466550066, 0.46696544744831575
9, 0.929893601515814, 0.5149631343067804
9, 0.9626876548608074, 0.5088911377764928
9, 0.9253753097216151, 0.47159173051901115
9, 0.9475295146480106, 0.4983374295214688
9, 0.9129864451246175, 0.5007951424027758
9, 0.9274158285964146, 0.48503686569321963
9, 0.9479667686926105, 0.5067225675871043
9, 0.9167759801778167, 0.4873500072285673
9, 0.9344118933100132, 0.4945785745265288
9, 0.9396589418452121, 0.453954026311985
9, 0.9607928873342079, 0.5057105681653896
9, 0.9409707039790118, 0.5448894029203412
9, 0.9383471797114123, 0.4535203122741073
9, 0.9634164116018074, 0.46797744687003034
9, 0.9341203906136132, 0.4565563105392511
9, 0.9637079142982075, 0.5048431400896343
9, 0.9896516542778021, 0.5362151221627873
9, 0.9377641743186125, 0.5023854272083274
9, 0.9328086284798136, 0.47144715917305186
9, 0.9568576009328087, 0.47694087031950266
9, 1.0, 0.47332658667052196
9, 0.9523393091386095, 0.4713025878270927
9, 0.9183792450080165, 0.5133728495012289
9, 0.9447602390322111, 0.47838658377909493
9, 0.9376184229704126, 0.4585803093826804
9, 0.9275615799446145, 0.4749168714760734
9, 0.9669144439586068, 0.529131126210785
9, 0.9536510712724093, 0.5323116958218881
9, 0.9596268765486082, 0.5083128523926559
9, 0.9513190497012097, 0.5012288564406535
9, 0.9532138172278094, 0.492120861645222
9, 0.9606471359860079, 0.4753505855139511
9, 0.9253753097216151, 0.48807286395836347
9, 0.9345576446582131, 0.4692785889836634
9, 0.95073604430841, 0.4617608789937835
9, 0.9597726278968081, 0.46595344802660116
9, 0.9498615362192101, 0.45048431400896344
9, 0.954671330709809, 0.4916871476073443
9, 0.9485497740854103, 0.4906751481856296
10, 0.7987173881358405, 0.8288275263842707
10, 0.7823932371374437, 0.8278155269625561
10, 0.7770004372540447, 0.8597657944195459
10, 0.74989068648885, 0.8515252276998699
10, 0.789680804547442, 0.8759577851669799
10, 0.7526599621046496, 0.8638137921064045
10, 0.7688383617548464, 0.8450195171317046
10, 0.7713161346742459, 0.8379355211797022
10, 0.7662148374872468, 0.8542720832730955
10, 0.7631540591750476, 0.8512360850079514
10, 0.7845795073604431, 0.8745120717073875
10, 0.7925958315114418, 0.8655486482579153
10, 0.7794782101734443, 0.8473326586670523
10, 0.755137735024049, 0.8698857886366922
10, 0.7685468590584463, 0.7980338296949544
10, 0.7818102317446439, 0.8428509469423161
10, 0.7258417140358551, 0.8496458002024
10, 0.7392508380702522, 0.8432846609801937
10, 0.7818102317446439, 0.8625126499927713
10, 0.7589272700772485, 0.8257915281191268
10, 0.8004664043142399, 0.8318635246494145
10, 0.7567409998542488, 0.8347549515685992
10, 0.7872030316280426, 0.841694376174642
10, 0.7618422970412478, 0.8694520745988145
10, 0.7777291939950446, 0.8100332514095706
10, 0.7490161783996502, 0.8536937978892583
10, 0.7872030316280426, 0.8528263698135031
10, 0.7277364815624546, 0.8827526384270638
10, 0.75105669727445, 0.8580309382680353
10, 0.780644220959044, 0.8810177822755529
10, 0.8014866637516399, 0.8574526528841983
10, 0.7864742748870429, 0.8574526528841983
10, 0.7641743186124473, 0.886077779384126
10, 0.7692756157994464, 0.8778372126644498
10, 0.7666520915318468, 0.8402486627150498
10, 0.7469756595248507, 0.8257915281191268
10, 0.7937618422970414, 0.8542720832730955
10, 0.7584900160326485, 0.820297816972676
10, 0.7291939950444543, 0.8791383547780829
10, 0.7602390322110479, 0.8385138065635392
11, 0.395277656318321, 0.9611103079369668
11, 0.35913132196472825, 0.9621223073586814
11, 0.3691881649905262, 0.9541708833309238
11, 0.40096195889811986, 0.9157149053057684
11, 0.38332604576592344, 0.952436027179413
11, 0.384929310596123, 0.9829405811768107
11, 0.35913132196472825, 0.9316177533612837
11, 0.40096195889811986, 0.9559057394824346
11, 0.3917796239615217, 0.9619777360127223
11, 0.39411164553272127, 0.9599537371692929
11, 0.3640868678035272, 0.9684834465808877
11, 0.3745809648739251, 0.9209194737603006
11, 0.41262206675411756, 0.9598091658233338
11, 0.4190351260749162, 0.9336417522047131
11, 0.37982801340912414, 0.9201966170305046
11, 0.37632998105232485, 1.0
11, 0.3438274304037312, 0.9347983229723869
11, 0.3965894184521207, 0.9287263264420992
11, 0.3640868678035272, 0.9472314587248807
11, 0.39396589418452127, 0.8972097730229868
11, 0.37166593790992575, 0.9388463206592453
11, 0.40373123451391935, 0.9405811768107561
11, 0.3624836029733275, 0.934942894318346
11, 0.37283194869552555, 0.9152811912678906
11, 0.39906719137152025, 0.9271360416365477
11, 0.3774959918379246, 0.9827960098308516
11, 0.35315551668852935, 0.9379788925834899
11, 0.3779332458825244, 0.9441954604597367
11, 0.3865325754263227, 0.9538817406390052
11, 0.3732692027401253, 0.9551828827526384
11, 0.3684594082495264, 0.9595200231314155
11, 0.39556915901472095, 0.9528697412172906
11, 0.37997376475732403, 0.934942894318346
11, 0.3965894184521207, 0.9530143125632498
11, 0.3691881649905262, 0.9216423304900969
11, 0.38026526745372397, 0.97556744253289
11, 0.40606325608511884, 0.9651583056238254
11, 0.395277656318321, 0.9329188954749168
11, 0.34266141961813146, 0.9241000433714037
11, 0.36321235971432736, 0.9441954604597367
12, 0.08555604139338287, 0.7011710279022697
12, 0.07710246319778458, 0.7215555876825213
12, 0.016761405042996648, 0.700014457134596
12, 0.060924063547587844, 0.6742807575538527
12, 0.06894038769858621, 0.7293624403643199
12, 0.028130010202594355, 0.6645944773745843
12, 0.05742603119078854, 0.6935087465664307
12, 0.033377058737793314, 0.6887378921497759
12, 0.041976388281591615, 0.7322538672835044
12, 0.06806587960938641, 0.6994361717507589
12, 0.059466550065588104, 0.7121584501951713
12, 0.06179857163678764, 0.7101344513517422
12, 0.06792012826118639, 0.7143270203845599
12, 0.09124034397318175, 0.6786178979326299
12, 0.07127240926978574, 0.6949544600260229
12, 0.041247631540591745, 0.7111464507734568
12, 0.08832531700918234, 0.6757264710134451
12, 0.03993586940679202, 0.6861356079225098
12, 0.04634892872759075, 0.6861356079225098
12, 0.07462469027838509, 0.6549081971953158
12, 0.048389447602390306, 0.6748590429376896
12, 0.061652820288587686, 0.6660401908341765
12, 0.08803381431278243, 0.706375596356802
12, 0.06748287421658652, 0.7092670232759868
12, 0.080017490161784, 0.6754373283215268
12, 0.05640577175338873, 0.6890270348416944
12, 0.07943448476898411, 0.6712447592887091
12, 0.053344993441189356, 0.6979904582911666
12, 0.06660836612738667, 0.6929304611825935
12, 0.07666520915318464, 0.643776203556455
12, 0.04736918816499049, 0.7052190255891283
12, 0.06252732837778747, 0.7185195894173776
12, 0.047806442209590426, 0.7618909932051467
12, 0.061069814895787805, 0.6829550383114067
12, 0.03177379390759365, 0.6544744831574381
12, 0.05290773939658942, 0.7389041491976291
12, 0.026380994024194703, 0.6651727627584214
12, 0.07447893893018513, 0.7234350151799913
12, 0.06063256085118787, 0.709556165967905
12, 0.12592916484477482, 0.7313864392077489
13, 0.03629208570179273, 0.25762613849934946
13, 0.04314239906719138, 0.29116669076189106
13, 0.0638390905115872, 0.2923232615295649
13, 0.056114269056988755, 0.2652884198351887
13, 0.03498032356799301, 0.268613560792251
13, 0.03891560996939221, 0.2758421280902125
13, 0.05538551231598891, 0.2668787046407402
13, 0.02623524267599475, 0.28350440942605176
13, 0.06223582568138757, 0.3205146739916149
13, 0.08366127386678326, 0.2634089923377187
13, 0.0480979449059904, 0.27511927136041636
13, 0.04547442063839089, 0.2929015469134018
13, 0.07010639848418597, 0.2895764059563395
13, 0.06485934994898701, 0.29131126210785024
13, 0.0645678472525871, 0.26977013155992485
13, 0.044891415245591, 0.2807575538528264
13, 0.048680950298790285, 0.28379355211797025
13, 0.08351552251858331, 0.3235506722567587
13, 0.07287567409998544, 0.2822032673124187
13, 0.02113394548899578, 0.3116958218881018
13, 0.10829325171257834, 0.2902992626861356
13, 0.07681096050138467, 0.2868295503831141
13, 0.09692464655298064, 0.287407835766951
13, 0.04999271243259001, 0.2916004047997687
13, 0.08016324150998395, 0.27107127367355793
13, 0.0, 0.3076478242012433
13, 0.06150706894038773, 0.2540118548503687
13, 0.05567701501238889, 0.2947809744108718
13, 0.10566972744497889, 0.2639872777215556
13, 0.07258417140358546, 0.30721411016336564
13, 0.11762133799737648, 0.2801792684689895
13, 0.06179857163678764, 0.2589272806129825
13, 0.024486226497595097, 0.2822032673124187
13, 0.06209007433318755, 0.29535925979470873
13, 0.0524704853519895, 0.29347983229723873
13, 0.034688820871593064, 0.293046118259361
13, 0.08366127386678326, 0.2972386872921787
13, 0.04576592333479086, 0.2853838369235218
13, 0.07360443084098528, 0.27786612693364177
13, 0.06369333916338725, 0.29391354633511635
14, 0.3624836029733275, 0.04409426051756541
14, 0.39411164553272127, 0.04958797166401619
14, 0.35096924646552985, 0.026745699002457723
14, 0.3623378516251276, 0.041202833598380825
14, 0.3425156682699316, 0.08110452508312851
14, 0.36321235971432736, 0.055949110886222356
14, 0.39760967788952056, 0.006939424606043089
14, 0.3995044454161202, 0.02356512939135464
14, 0.35650779769712876, 0.014601705941882316
14, 0.36277510566972754, 0.0
14, 0.38886459699752224, 0.08067081104525081
14, 0.415245591021717, 0.047853115512505415
14, 0.41422533158431724, 0.030504553997397727
14, 0.37997376475732403, 0.019661703050455417
14, 0.38055677015012396, 0.03758854994940003
14, 0.3811397755429238, 0.046407402052913105
14, 0.35592479230432883, 0.03802226398727774
14, 0.3945488995773212, 0.029058840537805417
14, 0.3876985862119225, 0.04886511493422005
14, 0.3567993003935287, 0.0144571345959231
14, 0.4089782830491182, 0.06187653607055081
14, 0.3984841859787203, 0.027179413040335398
14, 0.3760384783559248, 0.034986265722133876
14, 0.3788077539717243, 0.04698568743675003
14, 0.4035854831657193, 0.047563972820586956
14, 0.3910508672205219, 0.08255023854272087
14, 0.39615216440752077, 0.054069683388752364
14, 0.3560705436525288, 0.020818273818129267
14, 0.38259728902492346, 0.043660546479687735
14, 0.3624836029733275, 0.056238253578140815
14, 0.3149686634601371, 0.01705941882318926
14, 0.3623378516251276, 0.0692496747144716
14, 0.3788077539717243, 0.038600549371114665
14, 0.4098527911383181, 0.04409426051756541
14, 0.3739979594811253, 0.005349139800491532
14, 0.39877568867512037, 0.030649125343356943
14, 0.3930913860953214, 0.05132282781552696
14, 0.37822474857892446, 0.05855139511348851
14, 0.4065005101297188, 0.06043082261095853
14, 0.3760384783559248, 0.049009686280179265
15, 0.7646115726570473, 0.07098453086598237
15, 0.7925958315114418, 0.15049877114355933
15, 0.7988631394840403, 0.11348850657799626
15, 0.780206966914444, 0.1257770709845309
15, 0.7721906427634457, 0.16770276131270784
15, 0.8014866637516399, 0.15310105537082552
15, 0.7941990963416413, 0.15830562382535784
15, 0.7692756157994464, 0.1570044817117247
15, 0.760822037603848, 0.13054792540118548
15, 0.7614050429966479, 0.07720109874222933
15, 0.770733129281446, 0.15743819574960244
15, 0.7990088908322402, 0.13922220615873934
15, 0.7921585774668418, 0.12736735579008243
15, 0.7968226206092408, 0.14442677461327166
15, 0.8265558956420347, 0.14963134306780398
15, 0.7946363503862411, 0.13604163654763624
15, 0.7713161346742459, 0.1353187798178401
15, 0.8044016907156393, 0.15555876825213244
15, 0.7726278968080457, 0.1259216423304901
15, 0.7236554438128554, 0.10221194159317622
15, 0.7882232910654424, 0.1710279022697701
15, 0.7835592479230433, 0.11493422003758855
15, 0.7335665354904534, 0.1259216423304901
15, 0.7482874216586505, 0.1610524793985832
15, 0.7478501676140505, 0.13286106693653318
15, 0.7810814750036439, 0.12230735868150934
15, 0.7603847835592481, 0.09628451640884776
15, 0.7872030316280426, 0.13633077923955472
15, 0.7726278968080457, 0.14818562960821163
15, 0.7188456493222564, 0.12143993060575392
15, 0.7481416703104503, 0.15628162498192857
15, 0.8108147500364381, 0.11811478964869165
15, 0.795510858475441, 0.10221194159317622
15, 0.7736481562454454, 0.14486048865114937
15, 0.7993003935286402, 0.12331935810322397
15, 0.7867657775834427, 0.11753650426485474
15, 0.795656609823641, 0.102067370247217
15, 0.7458096487392508, 0.1474627728784155
15, 0.8022154204926396, 0.1068382246638716
15, 0.7737939075936453, 0.1760878993783432
