classFirst,98,8,comma
XZ, 12068, 1173, 929, 1562, 115, 1, 338, 4779, 172, 195, 275, 11, 9225, 8151, 903, 2919, 4298, 1590, 1562, 10, 4501, 125, 2296, 3298, 3055, 6549, 5, 1760, 690, 731, 6749, 7, 265, 37, 57, 303, 1491, 5, 66, 5553, 7233, 11793, 65, 2283, 11010, 223, 2747, 20, 6, 1122, 372, 288, 2150, 303, 3207, 1066, 2612, 5, 11, 13125, 11, 385, 1845, 3592, 3194, 266, 3, 9913, 10210, 15377, 5278, 0, 1552, 1573, 6, 1, 84, 243, 7, 6514, 6, 124, 0, 13, 2, 27, 4, 44, 80, 0, 9, 1, 62, 412, 1, 0, 556, 135
XZ, 1754, 52, 87, 153, 7, 0, 8, 416, 4, 4, 33, 0, 810, 938, 71, 225, 123, 200, 153, 1, 162, 6, 265, 180, 214, 524, 2, 91, 103, 33, 860, 0, 79, 10, 1, 29, 220, 0, 12, 506, 1384, 1204, 6, 215, 949, 488, 187, 1, 5, 258, 7, 35, 419, 40, 269, 129, 308, 0, 0, 833, 0, 37, 90, 243, 195, 14, 0, 810, 1300, 1424, 779, 0, 163, 68, 1, 0, 4, 34, 0, 570, 1, 18, 0, 3, 0, 0, 0, 7, 6, 0, 3, 0, 10, 27, 0, 0, 11, 34
XZ, 2333, 95, 131, 210, 22, 0, 12, 390, 5, 5, 45, 0, 1002, 1033, 75, 273, 206, 214, 210, 2, 158, 5, 272, 265, 312, 562, 2, 107, 125, 71, 791, 0, 84, 18, 0, 41, 234, 0, 18, 662, 1399, 1459, 8, 289, 1261, 526, 178, 0, 17, 287, 13, 45, 467, 35, 349, 167, 347, 0, 0, 1024, 0, 49, 122, 227, 230, 16, 0, 918, 1693, 1728, 785, 0, 218, 93, 1, 0, 6, 55, 0, 815, 2, 6, 0, 6, 0, 0, 0, 14, 10, 0, 2, 0, 17, 16, 0, 0, 11, 46
XZ, 2525, 209, 192, 236, 33, 0, 43, 609, 9, 8, 38, 1, 1608, 2153, 144, 777, 666, 376, 236, 0, 330, 16, 381, 491, 140, 1089, 4, 331, 75, 131, 971, 0, 30, 5, 5, 33, 255, 0, 14, 745, 1123, 1927, 7, 248, 2173, 474, 185, 5, 4, 271, 150, 85, 326, 23, 286, 123, 348, 0, 0, 1531, 0, 63, 279, 617, 494, 19, 0, 1294, 2615, 2292, 754, 0, 128, 287, 1, 0, 6, 79, 0, 735, 1, 44, 0, 0, 0, 2, 0, 3, 6, 0, 2, 0, 8, 45, 0, 0, 52, 47
XZ, 2844, 177, 139, 210, 13, 0, 35, 747, 7, 6, 30, 1, 1161, 2314, 105, 340, 333, 203, 210, 0, 181, 8, 452, 451, 233, 693, 2, 246, 88, 132, 1018, 0, 68, 6, 19, 48, 205, 1, 15, 518, 1085, 1343, 2, 213, 1517, 5, 269, 3, 2, 247, 5, 9, 274, 18, 172, 169, 279, 0, 0, 1216, 0, 54, 288, 251, 258, 9, 0, 1007, 2477, 1724, 646, 0, 166, 217, 1, 0, 8, 63, 1, 709, 2, 53, 0, 0, 0, 0, 0, 9, 16, 0, 3, 0, 4, 61, 0, 0, 99, 50
XZ, 159, 9, 15, 30, 7, 0, 4, 142, 2, 2, 15, 0, 93, 54, 10, 20, 16, 32, 30, 0, 24, 0, 20, 16, 17, 83, 0, 17, 12, 4, 51, 0, 1, 4, 0, 5, 22, 0, 0, 71, 131, 85, 0, 4, 149, 0, 23, 0, 0, 17, 5, 9, 31, 11, 55, 32, 42, 0, 0, 56, 0, 10, 19, 32, 48, 0, 0, 42, 53, 155, 42, 0, 15, 7, 5, 0, 2, 7, 0, 95, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 0
KJ, 3863, 465, 26, 482, 96, 0, 147, 2490, 45, 114, 187, 22, 1796, 240, 433, 452, 108, 1456, 482, 1, 1241, 23, 2349, 321, 286, 5783, 69, 2443, 63, 121, 30, 0, 188, 1, 0, 2, 399, 0, 68, 77, 168, 8406, 0, 255, 8457, 3, 984, 7, 206, 320, 515, 111, 291, 5, 226, 309, 1974, 0, 1, 809, 8, 35, 349, 759, 13, 40, 0, 2737, 1379, 2704, 1947, 0, 410, 2299, 0, 0, 134, 72, 27, 912, 0, 60, 0, 3, 0, 190, 0, 0, 15, 0, 0, 0, 1, 75, 0, 0, 26, 1
KJ, 797, 58, 17, 99, 23, 0, 36, 559, 26, 28, 54, 2, 575, 26, 128, 102, 14, 270, 99, 0, 511, 7, 613, 107, 210, 2095, 27, 185, 35, 66, 13, 0, 153, 0, 0, 6, 134, 1, 4, 34, 118, 2317, 8, 58, 1747, 1, 197, 0, 83, 49, 176, 127, 206, 1, 189, 144, 502, 1, 0, 510, 0, 19, 111, 201, 25, 16, 0, 775, 431, 578, 342, 0, 203, 116, 1, 0, 26, 24, 10, 282, 0, 41, 0, 1, 0, 117, 0, 0, 5, 0, 0, 0, 1, 32, 0, 0, 8, 2
KJ, 259, 102, 57, 127, 13, 0, 23, 168, 18, 31, 47, 3, 618, 38, 112, 274, 91, 109, 127, 31, 310, 39, 598, 247, 507, 515, 16, 159, 55, 85, 73, 0, 77, 3, 0, 32, 184, 0, 15, 97, 492, 1191, 26, 81, 630, 54, 45, 5, 28, 20, 233, 89, 146, 28, 487, 249, 303, 6, 9, 738, 11, 24, 159, 241, 122, 111, 0, 1151, 508, 619, 342, 0, 332, 133, 10, 2, 67, 110, 11, 269, 0, 19, 0, 3, 0, 8, 2, 1, 31, 0, 2, 0, 43, 23, 0, 0, 3, 3
KJ, 414, 115, 5, 75, 0, 0, 2, 84, 8, 16, 41, 2, 441, 32, 86, 109, 33, 170, 75, 0, 51, 6, 378, 100, 90, 249, 1, 145, 34, 26, 34, 0, 29, 0, 0, 33, 189, 0, 7, 14, 164, 891, 1, 75, 682, 3, 6, 0, 3, 2, 28, 61, 58, 2, 202, 65, 163, 0, 0, 492, 0, 17, 68, 52, 57, 83, 0, 1098, 243, 426, 392, 0, 217, 125, 0, 0, 1, 28, 1, 387, 0, 5, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 12, 0, 0, 3, 1
KJ, 10, 0, 5, 4, 0, 0, 4, 9, 1, 2, 2, 0, 10, 1, 2, 6, 0, 12, 4, 0, 13, 0, 9, 5, 21, 15, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 4, 0, 0, 17, 9, 47, 1, 3, 17, 2, 3, 0, 0, 2, 10, 0, 3, 0, 3, 2, 4, 0, 0, 15, 0, 0, 0, 2, 6, 3, 0, 35, 13, 21, 4, 0, 11, 0, 0, 0, 0, 8, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
KJ, 16334, 1252, 237, 1616, 265, 1, 330, 7395, 330, 638, 1598, 36, 8542, 1207, 1790, 1689, 1458, 4068, 1616, 11, 2564, 197, 9883, 1682, 1934, 13817, 163, 4281, 1721, 577, 182, 0, 639, 10, 3, 215, 1959, 5, 173, 404, 2565, 26363, 29, 739, 23952, 3848, 2292, 71, 565, 545, 1472, 2192, 1616, 173, 2545, 982, 6252, 11, 7, 3143, 68, 628, 1217, 4190, 806, 317, 0, 9585, 8809, 12624, 9069, 0, 2584, 3703, 27, 2, 179, 636, 102, 5122, 1, 373, 0, 6, 0, 516, 5, 4, 44, 0, 14, 1, 28, 439, 12, 0, 114, 19
KJ, 1181, 3, 72, 78, 37, 0, 30, 701, 24, 26, 100, 0, 465, 145, 241, 75, 45, 406, 78, 0, 94, 6, 512, 170, 41, 1051, 0, 60, 53, 3, 6, 0, 6, 2, 0, 12, 127, 0, 1, 71, 122, 1398, 0, 103, 1658, 321, 196, 0, 9, 8, 100, 599, 170, 5, 357, 62, 585, 5, 2, 258, 0, 75, 3, 258, 68, 3, 0, 343, 922, 1960, 396, 0, 124, 20, 1, 1, 4, 29, 0, 212, 0, 7, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 15, 0, 0, 0, 0
KJ, 368, 4, 18, 27, 11, 0, 0, 154, 6, 6, 11, 0, 207, 36, 60, 17, 18, 160, 27, 0, 34, 0, 153, 48, 9, 245, 0, 6, 11, 1, 1, 0, 2, 0, 0, 1, 64, 0, 2, 26, 24, 413, 0, 50, 462, 45, 30, 0, 10, 16, 35, 142, 34, 8, 105, 11, 170, 3, 5, 38, 0, 25, 4, 80, 25, 2, 0, 38, 170, 394, 119, 0, 51, 4, 2, 1, 0, 10, 0, 80, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 2, 0, 0, 6, 0, 0, 2, 0
KJ, 790, 4, 12, 86, 5, 1, 2, 196, 2, 6, 38, 1, 208, 13, 25, 12, 15, 97, 86, 4, 29, 3, 213, 52, 11, 438, 3, 3, 66, 4, 0, 0, 2, 0, 1, 2, 49, 1, 2, 24, 52, 607, 0, 43, 674, 344, 34, 1, 31, 25, 143, 147, 26, 1, 61, 33, 232, 3, 1, 28, 0, 23, 15, 115, 23, 5, 0, 82, 207, 719, 210, 0, 22, 7, 0, 2, 4, 17, 2, 130, 0, 15, 0, 3, 0, 3, 1, 1, 1, 0, 1, 0, 0, 7, 0, 0, 0, 1
KJ, 4447, 192, 113, 290, 21, 0, 83, 1649, 53, 51, 584, 0, 2145, 575, 551, 283, 390, 573, 290, 4, 398, 26, 2451, 268, 160, 2309, 7, 232, 321, 140, 112, 2, 35, 2, 0, 92, 507, 4, 22, 87, 1511, 4603, 22, 270, 4810, 1951, 358, 5, 340, 349, 549, 1540, 433, 7, 629, 354, 1675, 0, 7, 817, 1, 188, 132, 222, 2764, 39, 0, 1311, 2575, 3232, 2622, 0, 731, 181, 5, 0, 33, 34, 0, 1657, 11, 128, 0, 5, 0, 8, 1, 10, 2, 0, 4, 0, 8, 112, 0, 0, 19, 6
ZQ, 23, 12, 24, 35, 4, 0, 7, 39, 2, 2, 11, 9, 146, 37, 35, 18, 2, 65, 35, 2, 121, 4, 79, 52, 59, 43, 4, 16, 5, 8, 2, 0, 6, 9, 2, 1, 26, 2, 0, 23, 51, 148, 8, 8, 217, 46, 2, 11, 34, 12, 23, 42, 28, 3, 38, 3, 29, 7, 3, 41, 19, 6, 2, 27, 25, 6, 0, 51, 134, 129, 34, 0, 55, 21, 2, 0, 3, 4, 0, 31, 0, 8, 0, 0, 0, 12, 6, 0, 6, 0, 2, 0, 5, 6, 1, 0, 2, 0
ZQ, 20, 7, 7, 28, 2, 1, 8, 44, 4, 2, 9, 10, 137, 10, 42, 23, 5, 24, 28, 4, 72, 6, 65, 58, 53, 21, 12, 28, 2, 6, 5, 0, 5, 3, 7, 4, 24, 2, 3, 30, 40, 100, 3, 3, 137, 56, 2, 9, 27, 9, 28, 13, 25, 4, 40, 1, 33, 3, 7, 54, 23, 2, 7, 29, 33, 6, 0, 85, 114, 107, 40, 0, 49, 14, 2, 2, 6, 11, 2, 17, 0, 5, 0, 0, 0, 7, 4, 0, 2, 0, 0, 0, 8, 10, 3, 2, 1, 0
ZQ, 10, 0, 2, 14, 2, 0, 0, 10, 0, 0, 2, 1, 26, 0, 8, 0, 46, 3, 14, 0, 9, 0, 13, 1, 15, 22, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 31, 1, 1, 23, 1, 0, 0, 0, 4, 0, 0, 2, 0, 1, 0, 19, 0, 3, 5, 0, 0, 2, 8, 0, 0, 0, 15, 31, 31, 9, 0, 15, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 1, 0
ZQ, 21, 4, 1, 11, 0, 0, 5, 13, 1, 1, 5, 2, 34, 2, 14, 6, 4, 14, 11, 1, 35, 0, 32, 10, 19, 8, 0, 13, 4, 5, 0, 0, 0, 3, 1, 3, 15, 0, 2, 0, 4, 53, 0, 1, 96, 0, 0, 0, 27, 5, 31, 0, 19, 0, 9, 1, 12, 0, 5, 11, 0, 5, 23, 20, 0, 6, 0, 19, 87, 64, 54, 0, 24, 4, 0, 0, 1, 2, 0, 36, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 11, 0, 7, 11, 0, 0, 0
ZQ, 5, 14, 7, 6, 0, 0, 2, 11, 0, 3, 1, 0, 39, 12, 5, 0, 3, 12, 6, 11, 11, 1, 41, 5, 26, 11, 1, 10, 1, 2, 1, 1, 1, 0, 0, 8, 12, 0, 4, 3, 0, 3, 0, 0, 77, 29, 4, 0, 21, 2, 0, 5, 18, 0, 20, 8, 4, 10, 12, 7, 31, 1, 2, 7, 3, 3, 0, 20, 28, 38, 17, 1, 10, 2, 3, 8, 9, 3, 1, 12, 5, 1, 0, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0
ZQ, 1, 2, 2, 8, 0, 0, 1, 6, 0, 0, 0, 6, 30, 3, 1, 1, 0, 2, 8, 0, 19, 0, 14, 3, 10, 2, 5, 5, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 4, 4, 18, 1, 0, 39, 2, 0, 2, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 3, 32, 22, 2, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0
ZQ, 3, 2, 2, 9, 0, 0, 1, 6, 1, 0, 1, 0, 8, 0, 1, 2, 0, 2, 9, 0, 9, 0, 7, 3, 3, 6, 4, 6, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 24, 0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 4, 0, 2, 8, 3, 1, 0, 5, 0, 0, 5, 10, 0, 1, 0, 0, 15, 16, 7, 0, 4, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
ZQ, 49, 6, 19, 22, 6, 1, 14, 51, 4, 1, 1, 5, 125, 20, 45, 18, 14, 57, 22, 7, 69, 8, 91, 37, 88, 13, 19, 54, 22, 5, 1, 0, 7, 5, 0, 0, 36, 0, 5, 7, 54, 82, 4, 0, 251, 87, 0, 3, 74, 10, 32, 26, 66, 2, 74, 4, 22, 16, 17, 64, 39, 13, 21, 67, 21, 27, 1, 57, 100, 138, 78, 0, 68, 19, 2, 3, 5, 17, 0, 57, 0, 20, 0, 4, 0, 9, 3, 0, 3, 0, 1, 14, 6, 30, 2, 1, 2, 0
ZQ, 34, 24, 23, 50, 16, 0, 17, 148, 9, 0, 14, 18, 123, 31, 150, 59, 5, 103, 50, 1, 93, 26, 111, 101, 55, 26, 84, 54, 13, 13, 0, 0, 20, 8, 2, 0, 123, 0, 13, 60, 5, 323, 4, 0, 360, 17, 11, 18, 8, 5, 28, 2, 89, 3, 18, 44, 150, 0, 2, 62, 4, 5, 200, 90, 1, 187, 0, 88, 147, 231, 90, 0, 33, 22, 0, 1, 0, 20, 0, 31, 4, 3, 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 0, 30, 49, 0, 3, 0
ZQ, 25, 7, 6, 26, 1, 5, 32, 38, 0, 1, 12, 2, 338, 61, 67, 4, 6, 51, 26, 13, 55, 4, 113, 59, 46, 33, 42, 33, 29, 6, 6, 0, 3, 2, 4, 13, 24, 0, 11, 49, 40, 228, 20, 7, 420, 6, 0, 2, 1, 0, 4, 54, 11, 5, 59, 0, 57, 0, 1, 42, 4, 5, 4, 24, 4, 4, 1, 42, 137, 166, 35, 0, 12, 24, 2, 4, 14, 2, 0, 106, 0, 24, 0, 1, 0, 34, 4, 0, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0
ZQ, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 10, 2, 2, 1, 3, 2, 1, 1, 0, 3, 6, 1, 16, 0, 0, 0, 3, 0, 1, 0, 0, 0, 1, 2, 4, 0, 0, 0, 5, 5, 1, 0, 17, 3, 2, 1, 5, 0, 0, 2, 0, 0, 5, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 3, 12, 9, 2, 0, 2, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0
ZQ, 232, 64, 12, 118, 9, 2, 39, 319, 11, 8, 25, 1, 450, 19, 179, 76, 26, 121, 118, 1, 353, 15, 239, 63, 231, 226, 31, 93, 21, 21, 12, 0, 48, 2, 3, 1, 98, 1, 23, 45, 28, 916, 0, 16, 1082, 146, 76, 20, 122, 21, 3, 12, 61, 2, 29, 65, 152, 80, 62, 229, 20, 12, 74, 132, 39, 147, 0, 290, 456, 372, 502, 0, 129, 58, 1, 0, 84, 37, 2, 80, 5, 13, 0, 46, 2, 41, 0, 0, 7, 0, 0, 5, 4, 48, 6, 0, 11, 0
ZQ, 1, 10, 4, 5, 0, 0, 1, 15, 0, 0, 0, 0, 38, 15, 7, 6, 10, 9, 5, 1, 177, 1, 13, 9, 9, 14, 4, 8, 0, 4, 2, 0, 2, 0, 1, 0, 7, 0, 0, 4, 6, 22, 0, 0, 69, 7, 0, 0, 2, 1, 3, 1, 3, 1, 5, 1, 1, 0, 0, 22, 1, 3, 5, 17, 1, 15, 1, 46, 11, 68, 10, 0, 16, 1, 0, 0, 1, 6, 0, 7, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0
ZQ, 19, 8, 11, 16, 2, 0, 26, 28, 19, 2, 18, 0, 109, 0, 22, 77, 2, 56, 16, 0, 101, 2, 47, 28, 221, 51, 22, 36, 5, 13, 1, 0, 48, 0, 0, 2, 125, 0, 9, 1, 20, 125, 0, 24, 285, 27, 0, 17, 137, 3, 7, 175, 7, 1, 19, 30, 71, 1, 13, 64, 4, 16, 46, 236, 0, 95, 0, 366, 377, 354, 404, 0, 286, 21, 0, 0, 5, 80, 0, 50, 0, 0, 0, 2, 0, 22, 0, 0, 0, 0, 0, 0, 1, 8, 12, 0, 4, 0
ZQ, 4, 1, 1, 8, 1, 0, 6, 1, 0, 0, 1, 0, 13, 4, 3, 3, 11, 5, 8, 0, 20, 2, 14, 0, 17, 4, 7, 2, 4, 3, 5, 0, 0, 2, 0, 2, 5, 0, 0, 2, 18, 6, 1, 0, 29, 1, 0, 2, 9, 1, 5, 0, 4, 0, 0, 1, 2, 0, 1, 2, 7, 2, 0, 2, 1, 1, 0, 6, 22, 14, 9, 0, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
ZQ, 21, 7, 2, 29, 0, 0, 4, 45, 0, 0, 6, 0, 86, 1, 26, 30, 0, 22, 29, 0, 55, 5, 50, 14, 41, 35, 3, 4, 1, 0, 0, 0, 5, 0, 0, 1, 15, 0, 0, 3, 2, 99, 0, 1, 67, 0, 5, 8, 1, 0, 1, 1, 9, 1, 2, 34, 18, 0, 0, 59, 13, 1, 58, 9, 0, 27, 0, 39, 117, 54, 28, 0, 28, 4, 0, 0, 0, 8, 0, 31, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 6, 0
ZQ, 0, 1, 2, 2, 0, 0, 3, 5, 0, 0, 0, 1, 18, 1, 9, 3, 0, 3, 2, 0, 5, 0, 13, 4, 4, 8, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 23, 0, 0, 26, 11, 0, 2, 3, 2, 0, 0, 2, 0, 6, 0, 11, 0, 0, 13, 0, 0, 0, 2, 1, 3, 0, 4, 12, 9, 5, 0, 4, 2, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
ZQ, 7, 0, 5, 10, 0, 0, 1, 14, 2, 1, 4, 0, 38, 2, 16, 6, 1, 6, 10, 1, 22, 3, 7, 6, 14, 7, 0, 9, 1, 0, 1, 0, 2, 1, 0, 0, 14, 0, 4, 0, 12, 35, 0, 1, 47, 1, 0, 0, 1, 2, 5, 10, 15, 0, 6, 11, 5, 0, 1, 11, 0, 1, 10, 10, 1, 6, 0, 10, 41, 44, 41, 0, 22, 2, 0, 0, 0, 4, 0, 11, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 9, 1, 4, 7, 0, 0, 0
ZQ, 1, 0, 3, 2, 0, 0, 0, 3, 0, 1, 0, 1, 3, 1, 5, 6, 0, 2, 2, 0, 8, 0, 7, 0, 3, 1, 1, 2, 1, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 4, 6, 0, 0, 19, 3, 0, 0, 0, 1, 4, 2, 2, 1, 2, 0, 1, 0, 0, 9, 0, 2, 2, 1, 0, 0, 0, 3, 7, 5, 4, 0, 3, 6, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
