class, f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15
 0, 0.8735118659408931, 0.030980563570263422, 0.2342512987957287, 0.28809822278987374, 0.9887090883941817, 0.8630584279550138, 0.020271480618690572, 0.18556476333592092, 0.8722646863038255, 0.05109403138215455, 0.7696941504754203, 0.8294036767950584, 0.024006286660254568, 0.00858051857228406, 0.03766411011407717, 0.40196628668756984
 0, 0.9117645499075946, 0.017369676447921475, 0.2035096915475533, 0.2249444598235477, 0.9242976880211912, 0.9334380066358454, 0.054520981440329304, 0.1981806219686791, 0.8948545880191359, 0.030215851354946793, 0.9903839244663316, 0.853925323516773, 0.002336070468952657, 0.03377123890790192, 0.057333639625139925, 0.32549053961395574
 0, 0.9246601624397933, 0.11476621863833793, 0.09255321784107609, 0.2070919842713387, 0.95670158633349, 0.9004466021526708, 0.037874015324085235, 0.2126286577557133, 0.8596635482590063, 0.016115048549203665, 0.2245325328731157, 0.9755080543622368, 0.015346257402399881, 0.012085136286905357, 0.024127784490840572, 0.40192035344400756
 0, 0.8893031329360921, 0.03325380977500203, 0.13838670845042303, 0.2466543264337147, 0.9446091724757161, 0.9230164582690857, 0.022941316870333635, 0.15856884430728627, 0.8899261526118565, 0.021674285489275448, 0.6875660057514029, 0.906640368258877, 0.018239456695791426, 0.015333953490126027, 0.046388491204354614, 0.4176837195182788
 0, 0.800148565824175, 0.06572726851503748, 0.11172722549347273, 0.20315086847276512, 0.9816041888344028, 0.8651258577745489, 0.04448787348019224, 0.18036269882133674, 0.8236321972314252, 0.005484013891124089, 0.017710512544167063, 0.8921896675604863, 0.09494674173161596, 0.008405249473906105, 9.634519795276875E-4, 0.46204823457212346
 1, 0.041860392860596674, 0.12536023882381334, 0.9229021935786974, 0.2698145435311664, 0.050914311914997006, 0.6484986619897011, 0.9860165017411463, 0.18197563671432124, 0.05667054495117726, 0.06761493728224433, 0.11234804635870665, 0.00951118653689722, 0.0020862263255456625, 0.006831816229860825, 0.024588206311437256, 0.09825107163072822
 1, 0.028515708021080666, 0.12405918226186037, 0.9210730549940663, 0.22808354492639296, 0.04778654361164713, 0.615367632657082, 0.9548322961628216, 0.16980623942262926, 0.060196697409190786, 0.0, 0.8734313299582567, 0.038509267119077324, 0.020179667840793426, 0.04822529885996166, 0.049672532396101046, 0.07314474852340702
 1, 0.015419305152290745, 0.00850220010709227, 0.9479614807380154, 0.3039629454617876, 0.05615559464020501, 0.6474212967606464, 0.947481915713486, 0.20414656869208356, 0.024142077856394432, 0.041586081679218755, 0.8006902199730344, 0.05030099953322712, 0.007469982727685652, 0.005254100218324709, 0.030666382688515306, 0.07140379879088637
 1, 0.04191470987363495, 0.001982261537814763, 0.9165339376529618, 0.2877492122620104, 0.046717833077024526, 0.6678054728903124, 0.9079093458275619, 0.20386771525708877, 0.043793828035628445, 0.07182152427498563, 0.5927133994275168, 0.04019321082619795, 0.07055586898282175, 0.042809362848585164, 0.024680745556948012, 0.09431188513138684
 1, 0.004732230980739041, 0.008781645807070984, 0.9292728826080063, 0.3101404761851077, 0.046235427589900374, 0.6359862403380988, 0.9137295344948474, 0.1743246365494031, 0.02094252352022048, 0.03737348199526193, 0.562486247345949, 1.6596324128340943E-5, 0.04038966384945252, 0.03989932995396627, 0.05162616268212029, 0.06679090077969822
 1, 0.014613195474857798, 0.10014324186348506, 0.9593399307727277, 0.23356379568931002, 0.06724669801149372, 0.6127166201155393, 0.973469493499523, 0.21368331973090957, 0.03657086549298367, 0.039373195166213557, 0.2600715542588861, 0.024205673983883354, 0.06411606100017431, 5.446517036445754E-4, 0.05299732710448344, 0.08988473626619488
 1, 0.018128037257329192, 0.04888229310083403, 0.9346240071804869, 0.2356673004527245, 0.037520891736072, 0.6548529063197113, 0.8904981275541317, 0.1626630649210637, 0.006183571165538351, 0.05566289194165491, 0.08782103145687307, 0.042397417020776276, 0.06602231510832421, 0.03841158852658315, 0.05615065243636725, 0.08382607313612203
 1, 0.0050384149375693275, 0.054667736324119816, 1.0, 0.30265397016315754, 0.06506731200912369, 0.687287217801571, 0.9974510261241614, 0.185837609330325, 0.04120683744466517, 0.048207446575591596, 0.18771507688989744, 0.03518588028725251, 0.00663667265072674, 0.019029270516831967, 0.05842914521479635, 0.1018373166829557
 1, 0.03884837611614699, 0.11607169359573466, 0.988170856043824, 0.2516943081091406, 0.06230366605766022, 0.6512686446444854, 0.956830273365999, 0.19545754944331764, 0.032999487335427985, 0.015957416489775268, 0.7287783969897816, 0.020170785988229932, 0.052667861105230175, 0.03167547571498016, 0.04838863904329776, 0.10866882646634947
 1, 0.029423439356076418, 0.0015611141167529738, 0.9613504933051075, 0.28230817895331867, 0.040730070923179096, 0.6555313947442911, 0.9923076450377954, 0.1840822382733858, 0.019416658490772922, 0.03430958543176895, 0.9343234608667416, 0.045532442357809004, 0.014920786837321563, 0.026724516409311335, 0.04256798217013363, 0.10439542013076814
 1, 0.014523955746976078, 0.04993841478728849, 0.9993707933018531, 0.22771229549077127, 0.05952115944824261, 0.6759744025242517, 0.9465162097684793, 0.16901004793655341, 1.0718095620074335E-4, 0.0633788697291462, 0.0, 0.016002008050014255, 0.020832821944360386, 0.014113163051315653, 0.025905909910586417, 0.10876180851973517
 1, 0.0034583290823220125, 0.05318572255392303, 0.9796624870692933, 0.23684953217229116, 0.04142968097507642, 0.621859718846078, 0.932151841542787, 0.21159503187719345, 0.04336576233572963, 0.0011729741394371199, 0.34073865286199617, 0.04926882314499993, 0.07820115317749357, 0.0, 0.03062000787371898, 0.07678248024548001
 1, 0.041769847900377875, 0.03741529761305329, 0.9451881205974191, 0.30780452006686815, 0.03874564412343802, 0.6864395722533726, 0.946512709894627, 0.17393469627717845, 0.05814130556007149, 0.06571753123965067, 0.348471906860034, 0.008083179051183552, 0.08763745040195652, 0.013261260190743553, 0.02425043634378385, 0.0876010655123806
 1, 0.008979882558180958, 0.08020521987691552, 0.973432500359121, 0.22934326673288663, 0.075663441059784, 0.6703635536234513, 0.9527408186682415, 0.1779037228591672, 0.0055917728091622685, 0.038174250629253656, 0.14074210058473738, 0.0469073759827557, 0.026211585061271317, 0.01826159468739273, 0.003299741840893908, 0.08673768446767603
 1, 0.008925791377310116, 0.08696199542758896, 0.9084944625928314, 0.20892603559817552, 0.03979440645809072, 0.6762980699247548, 0.985269315185836, 0.16165039414128837, 0.050298624630049076, 0.0738484981580166, 0.643867568169461, 0.017673923143781314, 0.008962718622618732, 0.046329025060328766, 0.006148581832817926, 0.07029989082557427
 2, 0.03813724904776462, 0.05548019071996337, 0.28119092209197516, 0.29934393050012553, 0.06526143023795614, 0.17213676625656457, 0.06599300436713622, 0.1323820213981967, 0.02653767363042339, 0.03772930502594389, 0.20567394841578576, 0.5166066059256358, 0.07417505751668933, 0.026302131549805888, 0.012475770399478513, 0.9029100295668939
 2, 0.0219908008271389, 0.11538329729184534, 0.4638406683519656, 0.307194930131587, 0.03645401739359801, 0.24098123603839103, 0.11419223192316277, 0.00392115979991776, 0.03592695836884686, 0.03220531347167939, 0.6861448630090917, 0.44480326588578445, 0.023053693341934724, 0.013345881580935878, 0.04314819204876171, 0.825931878256758
 2, 9.520170130548841E-4, 0.10397691257401732, 0.3205789727785623, 0.26455886867313133, 0.0693896771505014, 0.14091026825747713, 0.1370439796866879, 0.13416506011318122, 0.04320060040895959, 0.052839634071257725, 0.5077977064178537, 0.597689109858453, 2.675354376450647E-4, 0.03034580117839569, 0.04462888460367306, 0.891304750696708
 2, 0.005991692680590712, 0.09594003191279626, 0.45284875522053575, 0.2649419289002625, 0.07727590440418972, 0.12738399607773815, 0.16718932820890592, 0.18544195445769598, 0.015994410755908843, 0.019331248436486346, 0.8463197513995018, 0.5449480566887267, 0.092206640727835, 0.022852421656931056, 0.05711403036455431, 0.8482865447372978
 2, 0.020587993353448696, 0.03888931779166464, 0.407969209379111, 0.21151261443053923, 0.07448760876085303, 0.19220892641351411, 0.15883019933484305, 0.10939696786668829, 0.04882031372081086, 0.07571851058304845, 0.6746404944574789, 0.5811803008567697, 0.0696481198078259, 0.0014354407560142942, 0.04953561160919406, 0.8881856398853822
 2, 0.02082220690077523, 0.061154188474097364, 0.5325678283371537, 0.2198885369314096, 0.047262183015384, 0.152675905568612, 0.10835083382720907, 0.0, 0.017062844310828298, 0.07031742258441256, 0.5655975625595038, 0.4845928087912816, 0.07417398824763355, 0.03646135588943243, 0.011997776360588117, 0.9069501051935638
 2, 0.03732329016198114, 0.05940799154352548, 0.35531973359081503, 0.2293288567739888, 0.06061142527162642, 0.015405982764154705, 0.1301760161714898, 0.1546242986074418, 0.057599515650764876, 0.0753098587409757, 0.6967372188844194, 0.42376068379949244, 0.06232918499984905, 0.014750913975652669, 0.0031389828497838633, 0.9652300566520997
 2, 0.016020320614140802, 0.0018930502367973095, 0.4215569387540112, 0.23371953359811756, 0.07695395636604763, 0.1742850270213607, 0.08537311215949085, 0.1593442262919063, 0.03125067523958315, 0.0030595179391488883, 0.24806188345912936, 0.4905633415936805, 0.05843017717291118, 0.01309125969126981, 0.007760001327488479, 0.8626086417563132
 2, 0.025920426610868342, 0.07259274592097267, 0.400360775006312, 0.2558054078154283, 0.07731541201630522, 0.1321902440807706, 0.0, 0.1375092442081729, 0.010210819363852444, 0.031660628804087466, 0.9577824351541361, 0.5638678062935576, 0.08883343632124935, 0.014319872912421, 0.026555759804846143, 0.8710212754652613
 2, 0.04546377894961627, 0.0816980880543876, 0.3089767750119713, 0.2608506976181878, 0.063286462262797, 0.1786428952032797, 0.06637333137073118, 0.24890606072470556, 0.03054331360017045, 0.023686875139803713, 0.39116193114585707, 0.4816741176215807, 0.06262359862873759, 0.011257499563890943, 0.046700497324418104, 0.8825173070679199
 2, 0.005765118806056694, 0.10930182844823791, 0.49066728912661, 0.25095532755068833, 0.04802166698767022, 0.14783105958840498, 0.049072397011037654, 0.1832738876610189, 0.020680023813101682, 0.015461303101762289, 0.02986982949510921, 0.41938482523772513, 0.005085447921907458, 0.04894205376450911, 1.1973447323301922E-4, 0.9153039766474224
 2, 0.011828858113964794, 0.0, 0.588106724883383, 0.3062682189914051, 0.04769317368063409, 0.0, 0.13758859082314925, 0.23773569639152892, 0.05102903779098948, 0.07162429756766552, 0.03110977509544718, 0.3959650329618772, 0.09536118348364464, 0.0040041161667782165, 0.055158057275632465, 0.921744049148229
 2, 6.792723076878861E-4, 0.016206401612504147, 0.3585913013888499, 0.2911561558655625, 0.06531320171768408, 0.16636993672149414, 0.05290281661197867, 0.17821561690811277, 0.024415964103428982, 0.03592544169237606, 0.9810899367536463, 0.36154604681558306, 0.014423018964290657, 0.041069396380070955, 0.045908866353832095, 0.9073693508604558
 2, 0.007929585892869464, 0.05135705243287932, 0.27397333156006826, 0.29789554297437343, 0.06502292363732366, 0.20113748803517992, 0.062015558129152284, 0.2720880172996441, 0.05681908728275006, 0.0032576190276379286, 0.29406143091366754, 0.5351331192698633, 0.08403016336274169, 0.04690222067533255, 0.03779633091740899, 1.0
 2, 0.021951488324729297, 0.08816788577070067, 0.35788879291925935, 0.23713791445077723, 0.0695825715877168, 0.11520043443042793, 0.1342347837364093, 0.39585316710681323, 0.019800946841425915, 0.020586996242313523, 0.5049207275353375, 0.5530338582140945, 0.09183931029747366, 0.04897054082373289, 0.008453525523316435, 0.830795337763973
 3, 0.6892923967858768, 0.10360767346620359, 0.6180082508572898, 0.287578906343965, 0.04287715418697341, 0.3555323231220806, 0.05191723365391905, 0.2109027483495839, 0.3681414148452738, 0.04200640291805549, 0.028617728835649257, 0.044968166563851296, 0.0732398154655055, 0.8698039175309747, 0.057440262525771356, 0.05799839771667722
 3, 0.7658403298835146, 0.05272032631268255, 0.5298862402613443, 0.20965526515987865, 0.06156686675063219, 0.37560456091322014, 0.026026151586759652, 0.20974189639493213, 0.4726660380663501, 0.02768430756414299, 0.027097469504423457, 0.006401226571452973, 0.07208793943464034, 0.7791825108816812, 0.011337389441805281, 0.13528782611286705
 3, 0.6292935007081056, 0.09072881548948164, 0.6061526400187226, 0.30470218999147897, 0.04368390939568124, 0.3446038050451853, 0.019742110992067935, 0.19919996017371255, 0.36834841868441104, 0.06617336267252652, 0.2360882754704806, 0.022043480540834274, 0.09649498865685271, 0.9711635736261645, 0.021412105900648876, 0.0
 3, 0.7290943782191049, 0.075954190760503, 0.637461577932005, 0.2557758102317097, 0.0739180653315878, 0.43602065065378953, 0.0197527977233366, 0.1769069371577287, 0.45705136861734413, 0.005241914014209217, 0.31559582041930373, 0.03327410413526408, 0.01608223567190086, 0.7972593553161029, 0.008071699974771076, 0.06574250689827382
 3, 0.718736011326185, 0.13301859614994826, 0.617006994859586, 0.22676846731361214, 0.06989649243141416, 0.33975763310767293, 0.02237710815065496, 0.21599348842380783, 0.3957855174929888, 0.02000454974074942, 0.8247868384989291, 0.021331348140567297, 0.09475525091319878, 0.9436724218312837, 0.0370518429819161, 0.10608184497399714
 3, 0.6998171052115025, 0.1172840826610192, 0.5438327763420231, 0.2777015681845309, 0.07692951747004151, 0.42886838587661846, 0.06564327127642, 0.18776797555133715, 0.3705179906698553, 0.012305625207059918, 0.5944342895020489, 0.04564859303966061, 0.08593467919637386, 0.7844075435816751, 0.012021636532225616, 0.11728905152187016
 3, 0.6816925906527008, 0.024831731461725282, 0.6031757540473504, 0.2099817548813451, 0.044269067237447536, 0.3221259267940073, 0.044812075374724716, 0.1729320750563872, 0.4818090239498029, 0.06874844959418251, 0.5646547094917087, 0.03498528350565461, 0.07660628977814599, 0.7848918038952629, 0.011105967687360095, 0.12258928776587591
 3, 0.7224136500394083, 0.019736570175858986, 0.5920811608105482, 0.24319630448312254, 0.06479480303571868, 0.39495217995831805, 0.0614985121471054, 0.17856602159768367, 0.29825334390344455, 0.022093577985687216, 0.9101111916894787, 0.0063957207745161445, 0.0, 0.7861207955315268, 0.0, 0.12113444331883068
 3, 0.7228205509178086, 0.037319397001028896, 0.7028877057489643, 0.3112319288663149, 0.03548476262031284, 0.27974126945549627, 0.0611633637086658, 0.16779305790845367, 0.4362149929809046, 0.020680337744632207, 0.6256001338597194, 0.011700787900195922, 0.006650875535115552, 0.7856652115593447, 0.06064996371563817, 0.17172464904319112
 3, 0.6501903197796317, 0.0028512198798631727, 0.5989488306239525, 0.29255807992169736, 0.03726976825103787, 0.4675747016665493, 0.053920139601882015, 0.17808487225727265, 0.38113189321564744, 0.05103501645263244, 0.5751321502492368, 0.04618363035381148, 0.06656979246469524, 0.8453790900099053, 0.01035424300879226, 0.18742149736965724
 3, 0.6544732540356102, 0.09249994567284196, 0.6730252188655916, 0.24397940521921896, 0.033733110586765314, 0.3365585820047793, 0.05496192174210755, 0.17885711820742214, 0.40004464552015884, 0.0605886456107481, 0.37824636939593237, 0.025073909456969898, 0.09769577107698633, 0.9031315901391528, 0.024943199439689867, 0.13844841230666521
 3, 0.6620750573047057, 0.0696604312070361, 0.5681672160421893, 0.24470411697320207, 0.05425778062778727, 0.40801921696232735, 0.04485858522580417, 0.18310529411443893, 0.4871344225937747, 0.011794942967667772, 0.3490500089610561, 0.00154470091810932, 0.0791063272341549, 0.8454890706938313, 0.0358945825134324, 0.030776919481766432
 3, 0.7031611300961041, 0.1267704254088142, 0.516578514500276, 0.2699359900353637, 0.06373823102091308, 0.3842652935362286, 0.03511528521751662, 0.19066068666097044, 0.4510799884733386, 0.06978260437169531, 0.08576410277859772, 0.03659172634797259, 0.028510377831002912, 0.8498088997985324, 0.04361069212339393, 0.12105482413376652
 3, 0.7960469112476081, 0.11917338188468835, 0.5958332001838555, 0.22653051716984185, 0.04007274347865389, 0.42857661247975437, 0.05637676877435725, 0.20901101142103315, 0.319220524704337, 0.0410983849173875, 0.17038433856656432, 0.004670314356041502, 0.01567965798784513, 0.8759758275901045, 0.009085203837953523, 0.0669131049643032
 3, 0.6270681360619738, 0.09004670979383807, 0.5290365955014512, 0.232316403164923, 0.07031731697621517, 0.3475912994557678, 0.05622305605872715, 0.1903990451604408, 0.48248951003990076, 0.023095969231405042, 0.8066464751305659, 0.002917667286559319, 0.03765222484912429, 0.7982307796383109, 0.002154924946812068, 0.1066850141107969
 4, 0.008980685846819013, 1.0, 0.09798067379077215, 0.22508219581050584, 0.835310503278731, 0.11759361115348287, 0.029296301445710046, 0.1741244869991029, 0.03983673045693241, 2.743583867300864E-4, 0.23261431105209376, 0.004879490648565087, 0.0580995145676394, 0.3043767159144284, 0.001131855006740682, 0.5246150609097294
 4, 0.03708278313967344, 0.9956240199915305, 0.09855047966588529, 0.29081598533590974, 0.8368630971982672, 0.1353371964840575, 0.045576758478351534, 0.1632544683441307, 0.05194536129456552, 0.038605465112660955, 0.38162171176058063, 0.003983803840212148, 0.0033056322543145427, 0.30551274054260735, 0.02118599142886683, 0.525579882339704
 4, 0.034069805173339386, 0.9976719502970566, 0.09776827604241417, 0.20764186051249853, 0.8373286473054048, 0.11299440077626108, 0.02282918815917348, 0.2148264500684844, 0.005087866732968754, 0.047582329867509286, 0.6589640882426747, 0.003538148433661836, 0.04680601645978953, 0.305496829454395, 0.017537050072499213, 0.5252514005588576
 4, 0.01711098350564739, 0.9981107284753913, 0.09818361267869911, 0.20255309759864265, 0.8371649028840877, 0.1320316108297297, 0.04379796184827343, 0.15903541860446094, 0.02447098413441578, 0.007900364639303187, 0.277669359867624, 0.003113075113382539, 0.008308283058800237, 0.305120493738607, 0.035277755363121825, 0.5256573130085694
 4, 0.004973627811643882, 0.9956602530283515, 0.09762503068710818, 0.2717825031842448, 0.8358242988844031, 0.1256829202759913, 0.020964814403819552, 0.17888347220889173, 0.0, 0.02908579283284955, 0.280519316514363, 0.0029059870418275398, 0.008169006562708811, 0.30481713209611866, 0.058963167734694, 0.5260319771795585
 4, 0.009410241460129828, 0.9983159818489461, 0.09816923589435517, 0.2745178655809187, 0.8364283336290662, 0.12251405062774026, 0.06259471060790368, 0.16222415836822432, 0.057086061835344204, 0.030739065277684878, 0.3463204054891879, 0.0044737708890482935, 0.08624228138711283, 0.3050226360455541, 0.042483154774635754, 0.5267319354163971
 4, 0.021160160298560958, 0.9956975076708476, 0.09800559458724423, 0.28978912885594976, 0.8374090282612173, 0.1462103706471692, 0.06267472584481802, 0.1855831862280941, 9.171371576840199E-4, 0.02692971477254636, 0.3793988092702526, 0.004107787439221038, 0.08287897143308222, 0.3043454615072129, 0.05851254576118952, 0.5261617035924608
 4, 0.032056850843551164, 0.9949927391355334, 0.09787766588146239, 0.2315920653903116, 0.8356835266737414, 0.12185866448530258, 0.03132312578442751, 0.203475933615543, 0.017000398859669797, 0.016708792657562345, 0.33167610100081074, 0.0034514539441391763, 0.03477559889984771, 0.3043984171247838, 0.017029408899404668, 0.5262931341022803
 4, 0.03410833015268553, 0.9993319847942628, 0.09802261580024056, 0.3061265777298149, 0.8374076861959567, 0.151612277891435, 0.035770193624652835, 0.2063384221980987, 0.0015210717485533284, 0.01433887663078608, 0.524214054256474, 0.004644552006984746, 0.01298548657687063, 0.3045811824669464, 0.009073751523729415, 0.5263813255436053
 4, 0.010724193095934599, 0.9977586963225958, 0.09689334175597862, 0.21796126991507936, 0.8370103136472319, 0.11019495128396072, 0.042309621559447036, 0.16322007811982375, 0.020782806183275444, 0.028475182768235054, 0.22261866822797227, 0.0031528243852491987, 0.024244754739308587, 0.30488284512357683, 0.029065674937240653, 0.5258496884083544
 4, 0.04516580554174694, 0.9969983222583215, 0.09627873854741491, 0.2179664471158298, 0.8367767957110526, 0.14270456036053145, 0.048214554040781725, 0.19482540631114775, 0.056682335901800364, 0.02789883336797985, 0.8325521201511417, 0.003116994074599481, 0.07356632475680701, 0.30534130641481794, 0.05698075100034721, 0.5249892685356947
 4, 0.01878399391631226, 0.9948163407968056, 0.09651580688194777, 0.28312414961687155, 0.8364977646470333, 0.13850044886121468, 0.04913894212776449, 0.20354893083955755, 0.021285540488365638, 0.025135893082902816, 0.5877907723947093, 0.002424359468880436, 0.04009938054111826, 0.30339788064648116, 0.018713086586724173, 0.5257690380779529
 4, 0.02007663319395301, 0.9959198010125945, 0.09734057356150932, 0.2579213829676569, 0.8369432656109865, 0.1115627790428534, 0.04212743999636052, 0.17446730678237315, 0.047139620275494544, 0.05985389222516399, 0.7011358741264166, 0.002799153291080239, 0.007326251663733869, 0.3050113178254896, 0.0213148063027807, 0.526091788473709
 4, 0.04346183617799053, 0.9973718266837152, 0.0971468417776439, 0.2776784865145733, 0.8374396825938007, 0.1320850752146319, 0.0556957585205576, 0.17921444125674518, 0.03758092508680335, 0.027609338014907763, 0.6510789080995671, 0.0024670973056445215, 0.01665794799763768, 0.30606502334117797, 0.010504762910274365, 0.525542097253586
 4, 0.015513190675264573, 0.9963388969560842, 0.09775383355277205, 0.23896687919592902, 0.837043649649342, 0.14964473306817688, 0.02624481014135012, 0.21108482742373452, 0.00866415685059892, 0.03958230192320649, 0.9399030929593345, 0.004425103169681281, 0.054892891425531304, 0.3042144125295232, 0.03268223203083947, 0.5250615511118246
 5, 0.3135026700369603, 0.1260445876918662, 0.03285317149988173, 0.20264987787335573, 0.8759478285702331, 0.13006404195349486, 0.062207973202733746, 0.930357178060942, 0.011698537887688178, 0.015081535371900013, 0.358926012204311, 0.037893279236694624, 0.026167121842968395, 0.9191541688034078, 0.016247977640581217, 0.09530822504049959
 5, 0.3118275975361228, 0.08783369936038588, 0.017759726167108806, 0.21442903346593883, 0.8728940549471212, 0.10739534772069403, 0.04355681733493928, 0.9434052681312525, 0.06014133111527245, 0.010235523463077944, 0.12655880379076587, 0.028235192561489517, 0.09450753996030253, 0.9324134963538757, 0.027859424408125555, 0.08087780904764172
 5, 0.2585583574564555, 0.07303834122516624, 0.04862778173648031, 0.3014867405878351, 0.8450111152123626, 0.1374231932018681, 0.03212331013255347, 0.9702298284723648, 0.007275441649155385, 0.05145405371275792, 0.0759394912828923, 0.014634967122162808, 0.006774263195486281, 0.8006808546518837, 0.015445346891413374, 0.09776768304783832
 5, 0.22407126799155577, 0.0976763745024888, 0.0, 0.29413851782779576, 0.8974158216428888, 0.13776018237700843, 0.022787564775538713, 0.9426719223360617, 0.046965587345531544, 0.03145394969235074, 0.18445041934951656, 0.018678348542217418, 0.04472405973195868, 0.9181762869194366, 0.039775076705166675, 0.1071681945519247
 5, 0.23946528146066307, 0.012593832722207342, 0.028235655134130976, 0.25563155727117426, 0.8275393338090793, 0.13507774419201166, 0.0520485386873817, 1.0, 0.01422398599728302, 0.025204147572298063, 0.9297953822038455, 0.03999380845616771, 0.07127488289604601, 0.9219896836434386, 0.04361914098764761, 0.08529293286504516
 5, 0.374956992456082, 0.07917761363156615, 0.015010534911448133, 0.213345682045212, 0.8354503869156512, 0.1029103498708551, 0.056434144489969425, 0.8497269164278758, 0.03524078680628249, 0.06957335769555534, 0.5075432138040293, 0.04441132544919781, 0.018712148382522602, 0.9415391163761263, 0.05762598757058026, 0.09534935392921803
 5, 0.32253149531391667, 0.048056650894528825, 0.03107217618296215, 0.21509043365662212, 0.9099760972148507, 0.15166989246200122, 0.0361049092298922, 0.9459793795060256, 0.06012695138497728, 0.003698512807269648, 0.6903810363704844, 0.003662304744674116, 0.06405876944535373, 0.9316432205339066, 0.01861574072917039, 0.09527188307551898
 5, 0.25205080976303057, 0.003393148534489007, 0.053234882293730135, 0.2972721281515784, 0.8801559540472814, 0.13291467336684817, 0.04937364497524653, 0.8867266284119723, 0.03218441951437765, 0.05004379382653526, 1.0, 0.01207891493859253, 0.01460086010405069, 0.951004637229229, 0.042368827203808884, 0.1030245029331285
 5, 0.3656628885843613, 0.10308922856082366, 0.03179043280357389, 0.2771367583450226, 0.8563524269271487, 0.11853206324815628, 0.04422432773975612, 0.8196949824355726, 0.05174665450676786, 0.031038231130426006, 0.2608942358384906, 0.018086066374410077, 0.08789369207958178, 0.9827009448075593, 0.00800703184377677, 0.07385477590878983
 5, 0.29093087150324726, 0.12536000432226233, 0.017927283897336593, 0.20463370774919312, 0.9029826064172972, 0.115071737650176, 0.05502417694010987, 0.8937887151790852, 0.01142994512758598, 0.05818742280212004, 0.0028388825949532018, 0.0172282255507918, 0.07804238683994254, 0.8245800400648243, 0.01995389160441191, 0.07427652572370334
 5, 0.2838006339660188, 0.02637978889215956, 0.011187711948231609, 0.2711647260624615, 0.8176610808390561, 0.1303731627465053, 0.052019108445086726, 0.8922175628476746, 0.03455657471334024, 0.07281384874064481, 0.45632416125953684, 0.003047560135186722, 0.018780438388824476, 1.0, 0.011530488026341915, 0.09219171613998314
