class, f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72, f73, f74, f75, f76, f77, f78, f79, f80, f81, f82, f83, f84, f85, f86, f87, f88, f89, f90, f91, f92, f93, f94, f95, f96
XZ, 0.1371659790181971, 0.2518248175182482, 0.2879727216367018, 0.1961079723791588, 0.24210526315789474, 0.058823529411764705, 0.5184049079754601, 0.13258426966292136, 0.0600349040139616, 0.06308637981235846, 0.16778523489932887, 0.3055555555555556, 0.18335454111658978, 0.585897067280046, 0.40584269662921346, 0.2661621227318319, 0.7696991404011462, 0.052669935073539155, 0.1961079723791588, 0.0970873786407767, 0.3934784509135414, 0.4032258064516129, 0.06043536627095891, 0.5304809393598199, 0.925477128142987, 0.054219859917540116, 0.010438413361169102, 0.06337089979476469, 0.27710843373493976, 0.4673913043478261, 0.9066362170875873, 0.4375, 0.02930443436912529, 0.27007299270072993, 0.3202247191011236, 0.5883495145631068, 0.23905723905723905, 0.11363636363636363, 0.08208955223880597, 0.408278803029189, 0.4073323196485893, 0.19277305428384564, 0.09219858156028368, 0.8283744557329463, 0.09623526118750218, 0.057952182952182955, 0.38733784545967287, 0.28169014084507044, 0.001141552511415525, 0.2655621301775148, 0.07738714374869982, 0.0876979293544458, 0.14119655874433573, 0.1854345165238678, 0.34767996530789247, 0.2601903832072248, 0.10076382995139264, 0.0625, 0.06179775280898876, 0.5216406343150113, 0.03728813559322034, 0.6130573248407644, 0.1294645989755105, 0.2917478882391163, 1.0, 0.8209876543209876, 0.2727272727272727, 0.23082475667116845, 0.4654024979487647, 0.2908052282141979, 0.43797195253505933, 0.0, 0.17446043165467626, 0.05936297079024832, 0.015748031496062992, 0.03333333333333333, 0.13614262560777957, 0.20454545454545456, 0.06862745098039216, 0.3616277133181591, 0.2727272727272727, 0.15066828675577157, 0.0, 0.07784431137724551, 0.25, 0.05232558139534884, 0.08, 0.6666666666666666, 0.4020100502512563, 0.2571428571428571, 0.00980392156862745, 0.2995169082125604, 0.1209985315712188, 0.009523809523809525, 0.0, 0.5230479774223895, 0.47368421052631576
XZ, 0.019936122571918936, 0.0111635895234006, 0.026968381897086176, 0.0192090395480226, 0.014736842105263158, 0.0, 0.012269938650306749, 0.011541129144125398, 0.0013961605584642235, 0.0012940795858945326, 0.020134228187919462, 0.0, 0.016045013519961827, 0.06742380678550891, 0.03191011235955056, 0.02051609373575271, 0.022027220630372494, 0.0066251490658539814, 0.0192090395480226, 0.009708737864077669, 0.014162077104642014, 0.01935483870967742, 0.006975336263851965, 0.02895287115972334, 0.06482883974553166, 0.0043382511218187534, 0.0041753653444676405, 0.0032765635689338568, 0.04136546184738956, 0.021099744245524295, 0.1155292853304675, 0.0, 0.008736038925135465, 0.072992700729927, 0.0056179775280898875, 0.05631067961165048, 0.03527336860670194, 0.0, 0.014925373134328358, 0.03720314682743916, 0.07794109365320719, 0.019637017658600393, 0.00851063829787234, 0.07801161103047896, 0.008230992617473147, 0.12681912681912683, 0.026367738296672306, 0.014084507042253521, 9.512937595129375E-4, 0.06106508875739645, 0.0014562096941959641, 0.010657734470158343, 0.02751691075064031, 0.02447980416156671, 0.029163052905464008, 0.03148645350256285, 0.011881799243885502, 0.0, 0.0, 0.03310679225785938, 0.0, 0.0589171974522293, 0.0063153462914883165, 0.019736842105263157, 0.06105197244834064, 0.043209876543209874, 0.0, 0.018860895077539234, 0.059257908651654666, 0.026878771256171146, 0.0646419384283462, 0.0, 0.018322841726618706, 0.002566231413691599, 0.0026246719160104987, 0.0, 0.006482982171799027, 0.02861952861952862, 0.0, 0.03164381280186532, 0.045454545454545456, 0.02187120291616039, 0.0, 0.017964071856287425, 0.0, 0.0, 0.0, 0.10606060606060606, 0.03015075376884422, 0.08571428571428572, 0.0, 0.04830917874396135, 0.007929515418502203, 0.0, 0.0, 0.010348071495766699, 0.11929824561403508
XZ, 0.026517088916925245, 0.020395019321597253, 0.04060756354618723, 0.026365348399246705, 0.04631578947368421, 0.0, 0.018404907975460124, 0.010819808572617561, 0.0017452006980802793, 0.0016175994823681655, 0.027455765710799267, 0.0, 0.01986241450612375, 0.074252443933295, 0.033707865168539325, 0.02489286039937996, 0.03689111747851003, 0.007088909500463761, 0.026365348399246705, 0.019417475728155338, 0.013812396188478014, 0.016129032258064516, 0.007159590429312205, 0.04262506031848158, 0.09451681308694335, 0.0046528571192025565, 0.0041753653444676405, 0.003852662657977172, 0.050200803212851405, 0.04539641943734015, 0.10626007522837184, 0.0, 0.009288952781156696, 0.13138686131386862, 0.0, 0.07961165048543689, 0.03751803751803752, 0.0, 0.022388059701492536, 0.04867289169913977, 0.07878583093991103, 0.02380640941792021, 0.011347517730496455, 0.10486211901306242, 0.010960078373744795, 0.1366943866943867, 0.025098702763677382, 0.0, 0.0032343987823439876, 0.06792899408284024, 0.0027043894320782193, 0.013702801461632157, 0.03066920601563013, 0.021419828641370868, 0.03783607979184735, 0.040761532828899195, 0.013386312784507368, 0.0, 0.0, 0.040697905488653076, 0.0, 0.07802547770700637, 0.008560802750684162, 0.018437296946068875, 0.07201001878522229, 0.04938271604938271, 0.0, 0.0213756810878778, 0.07717203026711641, 0.03262905025819509, 0.06513982242137582, 0.0, 0.024505395683453238, 0.0035096988451958637, 0.0026246719160104987, 0.0, 0.009724473257698542, 0.046296296296296294, 0.0, 0.04524510076056182, 0.09090909090909091, 0.007290400972053463, 0.0, 0.03592814371257485, 0.0, 0.0, 0.0, 0.21212121212121213, 0.05025125628140704, 0.05714285714285714, 0.0, 0.0821256038647343, 0.004698972099853157, 0.0, 0.0, 0.010348071495766699, 0.16140350877192983
XZ, 0.0286993782748548, 0.04486904250751395, 0.059516429014259145, 0.02962962962962963, 0.06947368421052631, 0.0, 0.06595092024539877, 0.016895547232625884, 0.0031413612565445027, 0.002588159171789065, 0.023184868822452714, 0.027777777777777776, 0.031911086368697314, 0.15475848188614147, 0.06471910112359551, 0.07084891036746603, 0.11926934097421203, 0.012455280243805485, 0.02962962962962963, 0.0, 0.02884867558353003, 0.05161290322580645, 0.010028691005764524, 0.07897699855235644, 0.04241139048773099, 0.009015945556604243, 0.008350730688935281, 0.011918049904583589, 0.030120481927710843, 0.08375959079283887, 0.13044062332079528, 0.0, 0.0033174831361273915, 0.0364963503649635, 0.028089887640449437, 0.06407766990291262, 0.040885040885040885, 0.0, 0.017412935323383085, 0.054775384162929194, 0.06324266486456045, 0.03145846958796599, 0.009929078014184398, 0.0899854862119013, 0.018937405969000384, 0.12318087318087319, 0.026085730400451212, 0.07042253521126761, 7.6103500761035E-4, 0.06414201183431953, 0.031204493447056378, 0.025883069427527404, 0.02140933867472253, 0.014075887392900856, 0.031006071118820467, 0.030021967293141324, 0.013424890054779724, 0.0, 0.0, 0.060848137991335795, 0.0, 0.10031847133757962, 0.01957757350361378, 0.0501137102014295, 0.15466499686912963, 0.05864197530864197, 0.0, 0.03013086201276021, 0.11919956240313612, 0.043297331038265836, 0.06256742179072276, 0.0, 0.014388489208633094, 0.010831006113668957, 0.0026246719160104987, 0.0, 0.009724473257698542, 0.0664983164983165, 0.0, 0.04080386387608949, 0.045454545454545456, 0.053462940461725394, 0.0, 0.0, 0.0, 0.003875968992248062, 0.0, 0.045454545454545456, 0.03015075376884422, 0.05714285714285714, 0.0, 0.03864734299516908, 0.013215859030837005, 0.0, 0.0, 0.04891815616180621, 0.1649122807017544
XZ, 0.0323251611143315, 0.037999141262344355, 0.04308741475511469, 0.026365348399246705, 0.02736842105263158, 0.0, 0.05368098159509203, 0.02072409488139825, 0.002443280977312391, 0.0019411193788417987, 0.018303843807199512, 0.027777777777777776, 0.02302369969778909, 0.16633122484186313, 0.04719101123595506, 0.03100209720069299, 0.059634670487106016, 0.006724526301841792, 0.026365348399246705, 0.0, 0.015823061456421015, 0.025806451612903226, 0.011897554684004106, 0.07254302718352904, 0.07058467131172372, 0.005737419899657245, 0.0041753653444676405, 0.008857523494040976, 0.035341365461847386, 0.08439897698209718, 0.1367544331004836, 0.0, 0.0075196284418887534, 0.043795620437956206, 0.10674157303370786, 0.09320388349514563, 0.032868366201699535, 0.022727272727272728, 0.018656716417910446, 0.03808543489449305, 0.06110266373824407, 0.021909744931327666, 0.0028368794326241137, 0.07728592162554426, 0.01319932822504461, 0.0012993762993762994, 0.03793006204173717, 0.04225352112676056, 3.80517503805175E-4, 0.05846153846153846, 0.001040149781568546, 0.0027405602923264312, 0.017994352137650226, 0.011015911872705019, 0.0186470078057242, 0.04124969489870637, 0.010763058405987192, 0.0, 0.0, 0.04832876276777553, 0.0, 0.08598726114649681, 0.020209108132762613, 0.020386614684860298, 0.08077645585472762, 0.027777777777777776, 0.0, 0.023448051040841987, 0.1129091074847297, 0.03255338869237899, 0.05360550991618953, 0.0, 0.01866007194244604, 0.008189297305457015, 0.0026246719160104987, 0.0, 0.012965964343598054, 0.05303030303030303, 0.00980392156862745, 0.039360461888635984, 0.09090909090909091, 0.06439854191980558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13636363636363635, 0.08040201005025126, 0.08571428571428572, 0.0, 0.01932367149758454, 0.017914831130690163, 0.0, 0.0, 0.09313264346190028, 0.17543859649122806
XZ, 0.001807208374535411, 0.0019321597252039502, 0.0046497210167389955, 0.003766478342749529, 0.014736842105263158, 0.0, 0.006134969325153374, 0.003939520044388958, 6.980802792321117E-4, 6.470397929472663E-4, 0.009151921903599756, 0.0, 0.0017894067122634007, 0.0038815411155836686, 0.0044943820224719105, 0.0018236527765113522, 0.0028653295128939827, 0.001060023850536637, 0.003766478342749529, 0.0, 0.002098085496984002, 0.0, 5.264404727435445E-4, 0.0025735885475309636, 0.0051499545592244775, 6.871657311277797E-4, 0.0, 6.121052821085227E-4, 0.004819277108433735, 0.0025575447570332483, 0.006851155292853304, 0.0, 1.1058277120424638E-4, 0.029197080291970802, 0.0, 0.009708737864077669, 0.003527336860670194, 0.0, 0.0, 0.005220204396735534, 0.00737737230388016, 0.001340745585349902, 0.0, 0.001451378809869376, 0.001233336832161226, 0.0, 0.0032430908065425833, 0.0, 0.0, 0.004023668639053254, 0.001040149781568546, 0.0027405602923264312, 0.002035857358639259, 0.006731946144430845, 0.005962705984388552, 0.007810593116914816, 0.0016202453514389322, 0.0, 0.0, 0.002225666706410715, 0.0, 0.01592356687898089, 0.0013332397726475336, 0.002599090318388564, 0.015028177833437696, 0.0, 0.0, 9.779723373538863E-4, 0.0024158993527213053, 0.0028751395010119733, 0.0034851879512073688, 0.0, 0.0016861510791366906, 2.6417088082119407E-4, 0.013123359580052493, 0.0, 0.0032414910858995136, 0.005892255892255892, 0.0, 0.0052739688003108865, 0.0, 0.006075334143377886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026431718061674008, 0.0, 0.0, 0.0028222013170272815, 0.0
KJ, 0.04390720723792637, 0.09982825246887075, 0.008059516429014259, 0.06051475204017577, 0.20210526315789473, 0.0, 0.2254601226993865, 0.0690803162713275, 0.015706806282722512, 0.03688126819799418, 0.11409395973154363, 0.6111111111111112, 0.03564895816764753, 0.017251293847038527, 0.1946067415730337, 0.04121455274915656, 0.019340974212034383, 0.04823108519941699, 0.06051475204017577, 0.009708737864077669, 0.10848850423988111, 0.07419354838709677, 0.06183043352372931, 0.05163262023483996, 0.08664041199636474, 0.04787806533869819, 0.1440501043841336, 0.08796312965830123, 0.02530120481927711, 0.07736572890025575, 0.004030091348737238, 0.0, 0.02078956098639832, 0.0072992700729927005, 0.0, 0.003883495145631068, 0.06397306397306397, 0.0, 0.0845771144278607, 0.005661348430262481, 0.009461057611082953, 0.13739372138652714, 0.0, 0.09252539912917271, 0.07390399216262553, 7.796257796257797E-4, 0.13874788494077833, 0.09859154929577464, 0.03919330289193303, 0.0757396449704142, 0.10713542750156023, 0.03380024360535932, 0.019110790044000788, 0.0030599755201958386, 0.024501300954032957, 0.07542103978520869, 0.07615153151762981, 0.0, 0.0056179775280898875, 0.03215293509796908, 0.02711864406779661, 0.05573248407643312, 0.024489509508104693, 0.06164717348927875, 0.004070131496556042, 0.12345679012345678, 0.0, 0.06373119731756159, 0.06285896617740906, 0.05109047231732461, 0.161563355738113, 0.0, 0.046088129496402876, 0.08676126500113215, 0.0, 0.0, 0.2171799027552674, 0.06060606060606061, 0.2647058823529412, 0.05063010048298451, 0.0, 0.07290400972053462, 0.0, 0.017964071856287425, 0.0, 0.3682170542635659, 0.0, 0.0, 0.07537688442211055, 0.0, 0.0, 0.004830917874396135, 0.022026431718061675, 0.0, 0.0, 0.024459078080903106, 0.0035087719298245615
KJ, 0.009058774053488821, 0.0124516960068699, 0.0052696838189708614, 0.012429378531073447, 0.04842105263157895, 0.0, 0.05521472392638037, 0.015508392287418505, 0.009075043630017453, 0.009058557101261728, 0.03294691885295912, 0.05555555555555555, 0.011372673771274058, 0.0018688901667625072, 0.05752808988764045, 0.009300629160207897, 0.002507163323782235, 0.008943951238902875, 0.012429378531073447, 0.0, 0.044671737039951046, 0.02258064516129032, 0.01613540048958964, 0.017210873411613318, 0.06361708573159648, 0.017344725382080706, 0.05636743215031315, 0.006661145717063335, 0.014056224899598393, 0.04219948849104859, 0.0017463729177861365, 0.0, 0.016919163994249697, 0.0, 0.0, 0.011650485436893204, 0.02148468815135482, 0.022727272727272728, 0.004975124378109453, 0.0024998161899860306, 0.006645266655403503, 0.03783518639633748, 0.011347517730496455, 0.02104499274310595, 0.015211154263321787, 2.598752598752599E-4, 0.027777777777777776, 0.0, 0.015791476407914763, 0.011597633136094675, 0.036613272311212815, 0.038672350791717415, 0.01352860051224798, 6.119951040391676E-4, 0.02049002601908066, 0.03514766902611667, 0.019365789676722475, 0.0125, 0.0, 0.020269464647669013, 0.0, 0.030254777070063694, 0.00778892709283559, 0.016325536062378167, 0.007827175954915467, 0.04938271604938271, 0.0, 0.01804591812974433, 0.019646275868356277, 0.010876350086065032, 0.028379387602688575, 0.0, 0.022819244604316547, 0.004377688882179787, 0.0026246719160104987, 0.0, 0.04213938411669368, 0.020202020202020204, 0.09803921568627451, 0.015655360017764946, 0.0, 0.04981773997569866, 0.0, 0.005988023952095809, 0.0, 0.22674418604651161, 0.0, 0.0, 0.02512562814070352, 0.0, 0.0, 0.004830917874396135, 0.009397944199706314, 0.0, 0.0, 0.007525870178739417, 0.007017543859649123
KJ, 0.0029438174151237197, 0.021897810218978103, 0.017668939863608183, 0.015944758317639675, 0.02736842105263158, 0.0, 0.0352760736196319, 0.004660840615896796, 0.0062827225130890054, 0.010029116790682626, 0.02867602196461257, 0.08333333333333333, 0.012227612533799904, 0.0027314548591144336, 0.050337078651685394, 0.024984043038205526, 0.016296561604584526, 0.00361070624089042, 0.015944758317639675, 0.30097087378640774, 0.02710027100271003, 0.12580645161290321, 0.01574057013503198, 0.03972977320250925, 0.15358982126628296, 0.004263739175069958, 0.033402922755741124, 0.005724984697367947, 0.02208835341365462, 0.05434782608695652, 0.009806555615260613, 0.0, 0.00851487338272697, 0.021897810218978103, 0.0, 0.062135922330097085, 0.02950136283469617, 0.0, 0.018656716417910446, 0.007131828542018969, 0.027707383003885793, 0.019424460431654675, 0.03687943262411347, 0.02939042089985486, 0.005440677373080018, 0.014033264033264034, 0.006345177664974619, 0.07042253521126761, 0.00532724505327245, 0.004733727810650888, 0.04847097982109424, 0.02710109622411693, 0.009588231431010705, 0.017135862913096694, 0.05279705117085863, 0.06077617769099341, 0.011688912892523724, 0.075, 0.05056179775280899, 0.029331107666626922, 0.03728813559322034, 0.03821656050955414, 0.01115711178162936, 0.01957439896036387, 0.038196618659987476, 0.3425925925925926, 0.0, 0.02680109905462674, 0.023156167380800438, 0.011651881135680104, 0.028379387602688575, 0.0, 0.03732014388489208, 0.005019246735602687, 0.026246719160104987, 0.06666666666666667, 0.1085899513776337, 0.09259259259259259, 0.10784313725490197, 0.014933659024038195, 0.0, 0.023086269744835967, 0.0, 0.017964071856287425, 0.0, 0.015503875968992248, 0.04, 0.015151515151515152, 0.15577889447236182, 0.05714285714285714, 0.0, 0.20772946859903382, 0.006754772393538913, 0.0, 0.0, 0.0028222013170272815, 0.010526315789473684
KJ, 0.004705561428035599, 0.024688707599828254, 0.0015499070055796653, 0.009416195856873822, 0.0, 0.0, 0.003067484662576687, 0.002330420307948398, 0.002792321116928447, 0.00517631834357813, 0.025015253203172667, 0.05555555555555555, 0.008708445999681883, 0.0023001725129384704, 0.038651685393258424, 0.00993890763198687, 0.00590974212034384, 0.005631376705975884, 0.009416195856873822, 0.0, 0.0044584316810910045, 0.01935483870967742, 0.009949724934852992, 0.01608492842206852, 0.02726446531354135, 0.002061497193383339, 0.0020876826722338203, 0.0052208979944550465, 0.013654618473895583, 0.016624040920716114, 0.0045674368619022035, 0.0, 0.003206900364923145, 0.0, 0.0, 0.06407766990291262, 0.030303030303030304, 0.0, 0.008706467661691543, 0.001029336078229542, 0.009235794334628598, 0.014519293655984304, 0.0014184397163120568, 0.027213352685050797, 0.005895524999125293, 7.796257796257797E-4, 8.460236886632825E-4, 0.0, 5.707762557077625E-4, 4.7337278106508875E-4, 0.005824838776783857, 0.018574908647990256, 0.003809023445196033, 0.0012239902080783353, 0.021899392888117954, 0.01586526726873322, 0.006288095054393951, 0.0, 0.0, 0.019554071777751283, 0.0, 0.027070063694267517, 0.004771594975791172, 0.004223521767381416, 0.017845961177207263, 0.25617283950617287, 0.0, 0.025566991105108742, 0.01107667061719391, 0.008001210585053058, 0.03252842087793544, 0.0, 0.024392985611510792, 0.004717337157521323, 0.0, 0.0, 0.0016207455429497568, 0.02356902356902357, 0.00980392156862745, 0.021484483428634876, 0.0, 0.006075334143377886, 0.0, 0.0, 0.0, 0.001937984496124031, 0.0, 0.0, 0.02512562814070352, 0.0, 0.0, 0.0, 0.003524229074889868, 0.0, 0.0, 0.0028222013170272815, 0.0035087719298245615
KJ, 1.1366090405883088E-4, 0.0, 0.0015499070055796653, 5.021971123666039E-4, 0.0, 0.0, 0.006134969325153374, 2.4968789013732833E-4, 3.4904013961605586E-4, 6.470397929472663E-4, 0.0012202562538133007, 0.0, 1.3917607762048672E-4, 7.18803910293272E-5, 8.988764044943821E-4, 5.470958329534056E-4, 0.0, 3.9750894395123893E-4, 5.021971123666039E-4, 0.0, 0.0011364629775330011, 0.0, 2.3689821273459503E-4, 8.042464211034261E-4, 0.006361708573159649, 1.2418657791465898E-4, 0.0, 0.0, 0.0, 0.0025575447570332483, 0.0, 0.0, 3.317483136127391E-4, 0.0, 0.0, 0.0, 6.41333974667308E-4, 0.0, 0.0, 0.0012499080949930153, 5.068423720223011E-4, 7.194244604316547E-4, 0.0014184397163120568, 0.0010885341074020319, 7.87236275847591E-5, 5.197505197505198E-4, 4.2301184433164127E-4, 0.0, 0.0, 4.7337278106508875E-4, 0.002080299563137092, 0.0, 1.970184540618638E-4, 0.0, 3.2523850823937554E-4, 4.88162069807176E-4, 1.543090810894221E-4, 0.0, 0.0, 5.961607249314415E-4, 0.0, 0.0, 0.0, 1.6244314489928524E-4, 0.001878522229179712, 0.009259259259259259, 0.0, 8.149769477949052E-4, 5.925790865165466E-4, 3.404770461724705E-4, 3.319226620197494E-4, 0.0, 0.0012365107913669064, 0.0, 0.0, 0.0, 0.0, 0.006734006734006734, 0.00980392156862745, 2.2206184422361627E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001937984496124031, 0.0, 0.0, 0.005025125628140704, 0.0, 0.0, 0.0, 2.936857562408223E-4, 0.0, 0.0, 0.0, 0.0
KJ, 0.18565372068969438, 0.26878488621726065, 0.07346559206447613, 0.20288763339610796, 0.5578947368421052, 0.058823529411764705, 0.5061349693251533, 0.20516021639617146, 0.11518324607329843, 0.20640569395017794, 0.9749847467968273, 1.0, 0.16977493240019087, 0.08675963197239793, 0.8044943820224719, 0.1540074769763837, 0.2611031518624642, 0.13475553199947, 0.20288763339610796, 0.10679611650485436, 0.22414546726112422, 0.635483870967742, 0.2601405596062225, 0.2705484960591925, 0.5858830657376553, 0.11439239646978955, 0.34029227557411273, 0.15414251251215208, 0.6911646586345381, 0.36892583120204603, 0.02444922084900591, 0.0, 0.07066239079951343, 0.072992700729927, 0.016853932584269662, 0.4174757281553398, 0.3140933140933141, 0.11363636363636363, 0.21517412935323382, 0.02970369825748107, 0.14445007602635582, 0.43100065402223675, 0.04113475177304964, 0.2681422351233672, 0.20943983765438579, 1.0, 0.32318104906937395, 1.0, 0.10749619482496195, 0.1289940828402367, 0.3062200956937799, 0.6674786845310596, 0.10612727392132397, 0.105875152998776, 0.2759106678230703, 0.23968757627532342, 0.24118509374276675, 0.1375, 0.03932584269662921, 0.12491554389730138, 0.2305084745762712, 1.0, 0.08539751596379201, 0.3403183885640026, 0.25234815278647466, 0.9783950617283951, 0.0, 0.2231872584175476, 0.40154070562494304, 0.23873115554126392, 0.7525516554642768, 0.0, 0.2904676258992806, 0.13974639595441166, 0.07086614173228346, 0.06666666666666667, 0.2901134521880065, 0.5353535353535354, 1.0, 0.2843501915283406, 0.045454545454545456, 0.4532199270959903, 0.0, 0.03592814371257485, 0.0, 1.0, 0.1, 0.06060606060606061, 0.22110552763819097, 0.4, 0.00980392156862745, 0.13526570048309178, 0.128928046989721, 0.11428571428571428, 0.0, 0.10724365004703669, 0.06666666666666667
KJ, 0.013423352769347927, 6.440532417346501E-4, 0.022318660880347178, 0.009792843691148776, 0.07789473684210527, 0.0, 0.046012269938650305, 0.01944791233180746, 0.008376963350785341, 0.008411517308314461, 0.06101281269066504, 0.0, 0.009185621122952124, 0.010422656699252445, 0.10831460674157303, 0.006838697911917571, 0.008058739255014326, 0.013449052603683584, 0.009792843691148776, 0.0, 0.008217501529854008, 0.01935483870967742, 0.01347687610223474, 0.027344378317516488, 0.012420478642835504, 0.00870133955922044, 0.0, 0.002160371583912433, 0.021285140562248995, 0.0019181585677749361, 8.060182697474476E-4, 0.0, 6.634966272254782E-4, 0.014598540145985401, 0.0, 0.02330097087378641, 0.02036235369568703, 0.0, 0.0012437810945273632, 0.005220204396735534, 0.0068705299318578585, 0.022809025506867232, 0.0, 0.03737300435413643, 0.014432665057205836, 0.08341995841995842, 0.02763677382966723, 0.0, 0.0017123287671232876, 0.001893491124260355, 0.02080299563137092, 0.18239951278928138, 0.011164379063505614, 0.0030599755201958386, 0.03870338248048569, 0.015133024164022455, 0.022567703109327986, 0.0625, 0.011235955056179775, 0.010253964468820794, 0.0, 0.11942675159235669, 2.1051154304961055E-4, 0.020955165692007796, 0.021289918597370068, 0.009259259259259259, 0.0, 0.007986774088390072, 0.042027532136019695, 0.03701742107552916, 0.03286034353995519, 0.0, 0.01393884892086331, 7.547739452034116E-4, 0.0026246719160104987, 0.03333333333333333, 0.006482982171799027, 0.02441077441077441, 0.0, 0.011769277743851662, 0.0, 0.00850546780072904, 1.0, 0.0, 0.0, 0.003875968992248062, 0.0, 0.0, 0.005025125628140704, 0.0, 0.0, 0.0, 0.004405286343612335, 0.0, 0.0, 0.0, 0.0
KJ, 0.004182721269364977, 8.587376556462001E-4, 0.005579665220086794, 0.003389830508474576, 0.023157894736842106, 0.0, 0.0, 0.004272437231238729, 0.0020942408376963353, 0.0019411193788417987, 0.006711409395973154, 0.0, 0.004055988547797041, 0.002587694077055779, 0.02696629213483146, 0.0015501048600346495, 0.0032234957020057307, 0.005300119252683185, 0.003389830508474576, 0.0, 0.002972287787394003, 0.0, 0.004027269616488116, 0.0077207656425928905, 0.002726446531354135, 0.002028380772606097, 0.0, 2.160371583912433E-4, 0.004417670682730923, 6.393861892583121E-4, 1.3433637829124128E-4, 0.0, 2.2116554240849277E-4, 0.0, 0.0, 0.001941747572815534, 0.010261343594676928, 0.0, 0.0024875621890547263, 0.001911624145283435, 0.0013515796587261362, 0.006703727926749509, 0.0, 0.018142235123367198, 0.003971169658164515, 0.011694386694386695, 0.004230118443316413, 0.0, 0.001902587519025875, 0.00378698224852071, 0.007281048470979821, 0.043239951278928136, 0.002232875812701123, 0.004895960832313341, 0.011383347788378144, 0.002684891383939468, 0.00655813594630044, 0.0375, 0.028089887640449437, 0.0015102738364929852, 0.0, 0.03980891719745223, 2.8068205739948076E-4, 0.00649772579597141, 0.007827175954915467, 0.006172839506172839, 0.0, 8.848321147487542E-4, 0.007749111131370225, 0.0073959180585242215, 0.009874699195087544, 0.0, 0.005732913669064748, 1.509547890406823E-4, 0.005249343832020997, 0.03333333333333333, 0.0, 0.008417508417508417, 0.0, 0.0044412368844723256, 0.0, 0.001215066828675577, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0, 0.005025125628140704, 0.05714285714285714, 0.0, 0.0, 0.001762114537444934, 0.0, 0.0, 0.0018814675446848542, 0.0
KJ, 0.008979211420647639, 8.587376556462001E-4, 0.0037197768133911966, 0.010797237915881984, 0.010526315789473684, 0.058823529411764705, 0.003067484662576687, 0.005437647385212929, 6.980802792321117E-4, 0.0019411193788417987, 0.023184868822452714, 0.027777777777777776, 0.004075870844599968, 9.344450833812536E-4, 0.011235955056179775, 0.0010941916659068112, 0.0026862464183381087, 0.0032131972969391812, 0.010797237915881984, 0.038834951456310676, 0.0025351866421890025, 0.00967741935483871, 0.005606591034718749, 0.008364162779475631, 0.003332323538321721, 0.0036262480751080425, 0.006263048016701462, 1.0801857919562165E-4, 0.02650602409638554, 0.0025575447570332483, 0.0, 0.0, 2.2116554240849277E-4, 0.0, 0.0056179775280898875, 0.003883495145631068, 0.007856341189674524, 0.022727272727272728, 0.0024875621890547263, 0.0017645761341077862, 0.0029284225939066283, 0.00987573577501635, 0.0, 0.015602322206095792, 0.005825548441272174, 0.0893970893970894, 0.004794134235758601, 0.014084507042253521, 0.005898021308980213, 0.005917159763313609, 0.029748283752860413, 0.044762484774665046, 0.001707493268536153, 6.119951040391676E-4, 0.006613183000867303, 0.008054674151818403, 0.008949926703186482, 0.0375, 0.0056179775280898875, 0.0011128333532053575, 0.0, 0.03662420382165605, 0.0010525577152480528, 0.009340480831708901, 0.007201001878522229, 0.015432098765432098, 0.0, 0.0019093745634052065, 0.009435682377609627, 0.013543420281082717, 0.017425939756036842, 0.0, 0.0024730215827338128, 2.6417088082119407E-4, 0.0, 0.06666666666666667, 0.006482982171799027, 0.01430976430976431, 0.0196078431372549, 0.007217009937267529, 0.0, 0.018226002430133656, 0.0, 0.017964071856287425, 0.0, 0.005813953488372093, 0.02, 0.015151515151515152, 0.005025125628140704, 0.02857142857142857, 0.0, 0.0, 0.0020558002936857563, 0.0, 0.0, 0.0, 0.0035087719298245615
